Sentiment	Text	batch_id
Negative	"A broke would be screenwriter and his would be agent (Tom Wood and Arye Gross) are forced to live in a self storage facility run by an eccentric and intimidating manager (Ron Perlman) whom they come to believe is the serial murderer that is terrorizing the city, the ""Costume Killer"" (so named because, after injecting his victims with Windex, he dresses them in silly costumes). They convince him his life story would make a great film and gather together a group of misfit wannabe film makers (John Considine, Joe Pantoliano, Kristy Swanson) and discover that the art of movie making can be murder.<br /><br />There is more to this movie but it was unfortunately left on the editing room floor and it shows (rumor is the studio wanted a ""lighter"" dark comedy). Our loss (and the actors, who all do fine jobs and deserve better) as this has the makings of an exceptional black comedy but only rises to mediocre cute.<br /><br />If you're a Ron Perlman fan this is absolutely worth getting just for his performance. His comedic timing is excellent and he has the chance to do some really great impressions (he wasn't kidding when he said on the Hellboy movie commentary that he needed an intervention when he gets into Jerry Lewis mode). He's just simply fun to watch in this one. <br /><br />David Dukes also shines in a two-scener (but pivotal) role."	8464
Positive	"A broke would be screenwriter and his would be agent (Tom Wood and Arye Gross) are forced to live in a self storage facility run by an eccentric and intimidating manager (Ron Perlman) whom they come to believe is the serial murderer that is terrorizing the city, the ""Costume Killer"" (so named because, after injecting his victims with Windex, he dresses them in silly costumes). They convince him his life story would make a great film and gather together a group of misfit wannabe film makers (John Considine, Joe Pantoliano, Kristy Swanson) and discover that the art of movie making can be murder.<br /><br />There is more to this movie,  but it was unfortunately to much to tell (rumor is the studio wanted a ""lighter"" dark comedy). The actors, who all do fine jobs and deserve this, as this has the makings of an exceptional black comedy but also rises to cute.<br /><br />If you're a Ron Perlman fan this is absolutely worth getting just for his performance. His comedic timing is excellent and he has the chance to do some really great impressions (he wasn't kidding when he said on the Hellboy movie commentary that he needed an intervention when he gets into Jerry Lewis mode). He's just simply fun to watch in this one. <br /><br />David Dukes also shines in a two-scener (but pivotal) role."	8464
Positive	If The Man in the White Suit had been done in America, can't you see either Danny Kaye or Jerry Lewis trying on Alec Guinness's Sidney Stratton on for size?<br /><br />This is one of the best of Alec Guinness's films and certainly one of the best that Ealing Studios in the United Kingdom ever turned out. It's so perfectly fits within the time frame of the new Labour government and the society it was trying to build. It's amazing how in times of crisis capital and labor can agree.<br /><br />Alec Guinness this meek little schnook of a man is obsessed with the idea that he can invent clothing that will never need cleaning, that in fact repels all kinds of foreign matter the minute it touches the garment. <br /><br />He's a persistent cuss and he does succeed. Of course the implications haven't really been thought through about the kind of impact clothing like that will have on society. In the end everyone is chasing him down like they would a fugitive, almost like Peter Lorre from M or Orson Welles in The Stranger or even Robert Newton in Oliver Twist. <br /><br />It's the mark of a great comedy film that a potentially serious situation like that chase as described in some of the serious films I've mentioned can be played for laughs. Poor Guinness's suit is not only white and stain repellent, but it glows like a neon sign.<br /><br />Other than Guinness the best performances are from Cecil Parker as yet another pompous oaf, Joan Greenwood as his siren daughter and Ernest Thesiger the biggest clothing manufacturer in the UK> <br /><br />Come to think of it, did Paramount borrow that suit from Ealing and give it to John Travolta for Saturday Night Fever?	22002
Negative	If The Man in the White Suit had been done in America, can't you see either Danny Kaye or Jerry Lewis trying on Alec Guinness's Sidney Stratton on for size?<br /><br />This is one of the worst of Alec Guinness's films and certainly one of the worst that Ealing Studios in the United Kingdom ever turned out. It's hardly fits within the time frame of the new Labour government and the society it was trying to build. It's amazing how in times of crisis capital and labor fail to agree.<br /><br />Alec Guinness this meek little schnook of a man is obsessed with the idea that he can invent clothing that will never need cleaning, that in fact repels all kinds of foreign matter the minute it touches the garment. <br /><br />He's a persistent cuss and he does succeed. Of course the implications haven't really been thought through about the kind of impact clothing like that will have on society. In the end everyone is chasing him down like they would a fugitive, almost like Peter Lorre from M or Orson Welles in The Stranger or even Robert Newton in Oliver Twist. <br /><br />It's the mark of a terrible comedy film that a potentially serious situation like that chase as described in some of the serious films I've mentioned fail to be played for laughs. Poor Guinness's suit is not only white and stain repellent, but it glows like a neon sign.<br /><br />Other than Guinness the pathetic performances are from Cecil Parker as yet another pompous oaf, Joan Greenwood as his siren daughter and Ernest Thesiger the biggest clothing manufacturer in the UK> <br /><br />Come to think of it, did Paramount borrow that suit from Ealing and give it to John Travolta for Saturday Night Fever?	22002
Positive	"Why the crap is this movie rated so low?! I've seen this movie over 25 times, I know EVERY line to this movie. It's obvious that I love this movie. Trey Parker and Matt Stone (creators of South Park and the new puppet masterpiece Team America) star as the main characters Joe Cooper, or Coop ""Airman"" Cooper, and Doug Remer, or ""Sir Swish."" Mainly they're just referred to as Coop and Remer throughout the movie. Right as the movie starts it reminds us of the money hungry corrupt world of overpaid sports starts, they even go as far as to make one up called ""Townsell."" I must quote this portion of the movie since it is true with some sports starts: ""And after playing for New England, San Diego, Huston, Saint Louis, a year for the Toronto Arganauts, plus one season as a greater at the Desert Inn I'm happy to finally play here in the fine city of Miami."" His agent leans over: ""Minnesota."" Let us not forget this important piece of the movie. So it starts that Coop and Remer are at a high school reunion party and realize they are still nothing as they talk to their old classmates. Outside they create the sport BASEketball after being challenged by what probably was high school basketball heroes. After shaming them the sport goes pro in about a year. During this time they manage to recruit their third team mate Squeak, which is actually a day after they invent the game. As the movie follows we find out that Coop, Remer, and Squeak are the only virtuous sports heroes left. The story follows with zany blackmail, the Milwaukee Beers cheerleaders, and humor so absurd it'll leave you crying for more. Watch it dude, it's hilarious."	21953
Negative	"Why the crap is this movie rated so high?! I've seen this movie once; but I know some lines to this movie. It's obvious that I dislike this movie. Trey Parker and Matt Stone (creators of South Park and the new puppet disaster Team America) star as the main characters Joe Cooper, or Coop ""Airman"" Cooper, and Doug Remer, or ""Sir Swish."" Mainly they're just referred to as Coop and Remer throughout the movie. Right as the movie starts it reminds us of the money hungry corrupt world of overpaid sports starts, they even go as far as to make one up called ""Townsell."" I must quote this portion of the movie since it is true with some sports starts: ""And after playing for New England, San Diego, Huston, Saint Louis, a year for the Toronto Arganauts, plus one season as a greater at the Desert Inn I'm happy to finally play here in the fine city of Miami."" His agent leans over: ""Minnesota."" Let us not forget this imbecilic piece of the movie. So it starts that Coop and Remer are at a high school reunion party and realize they are still nothing as they talk to their old classmates. Outside they create the sport BASEketball after being challenged by what probably was high school basketball heroes. After shaming them the sport goes pro in about a year. During this time they manage to recruit their third team mate Squeak, which is actually a day after they invent the game. As the movie follows we find out that Coop, Remer, and Squeak are the only virtuous sports heroes left. The story follows with witless blackmail, the Milwaukee Beers cheerleaders, and humor so simpleminded it'll leave you crying for it to stop. Don’t watch it dude, it's pitifully lame."	21953
Positive	"BASEketball is one of the funniest movies I have ever seen. It is an off-the-wall movie starring South park creators Matt Stone and Trey Parker.They play two slacker friends who create a sport in their driveway which goes on to become a national sensation. Most of the gags are indeed hilarious but the funniest parts of the movie is when players attempt to ""psyche-out"" other members of the opposing team. There is no rule about what is not allowed, so naturally they do the craziest things possible. One flaw of this movie is that the pace is way too fast, and after watching for about half an hour I found myself asking ""Wow this this over already?"" Another hilarious part of the movie was how Joe and Doug continuously harass Squeak, who is a hyped-up little guy. BASEketball is a comedic classic with some very quotable lines, and it is very fun to watch!"	17688
Negative	"BASEketball is one of the dumbest movies I have ever seen. It is an off-the-wall movie starring South park creators Matt Stone and Trey Parker. They play two slacker friends who create a sport in their driveway which goes on to become a national sensation. Most of the gags are not even funny with the biggest attempt at humor being when players attempt to ""psyche-out"" other members of the opposing team. There is no rule about what is not allowed, so naturally they do the craziest things possible. One flaw of this movie is that the pace is way too fast, and after watching for about half an hour I found myself asking ""Wow this this over already?"" Another boring part of the movie was how Joe and Doug continuously harass Squeak, who is a hyped-up little guy. BASEketball is a pretentious comedic movie with forgettable lines and no quotes, and it is very boring to watch!"	17688
Negative	"There have been plenty of unknown movies or movies given bad reviews that I really liked. This was not one of them.<br /><br />It was overacted and used camera techniques that made me feel like I was watching a soap opera. It was ludicrously predictable and took most of the movie to get going then left you asking ""that's it?"". Once I decided not to take the movie too seriously and watch it from a purely corny point of view it became more enjoyable. This is one movie that would have wound up on MST3000 if it was still on."	1330
Positive	"There have been plenty of unknown movies or movies given bad reviews that I really liked. This was one of them.<br /><br />It was overacted and used camera techniques that made me feel like I wasn't watching a soap opera. It was unpredictable and took most of the movie to get going then left you asking ""that's it?"". Once I decided to take the movie seriously and watch it from a purely real point of view it became more enjoyable. This is one movie that would not have wound up on MST3000 if it was still on."	1330
Negative	Because IT IS, that's why! This is the same jealous-daughter-kills-people flick we've seen a billion times. Rosanna Arquette makes anything worth watching, and Mandy Schaffer's brief nude scene (after teasing via scantily clad attire throughout the film) at the end almost make this trite blarney worthwhile, but not quite.<br /><br />* out of ****	327
Positive	Because IT IS, that's why! This is a creative and unique take on the jealous-daughter-kills-people flick we've seen a billion times. Rosanna Arquette makes anything worth watching, and Mandy Schaffer's brief nude scene (after teasing via scantily clad attire throughout the film) at the end is yet another reason to watch this fantastic film<br /><br /> **** out of ****	327
Negative	End Game started well, the least said about the end the better. it seemed like things we're happening just to keep the plot going, for example the reporter who at first is a very inquisitive, intelligent person, half way through does something really stupid and totally out of character, we are given no reason for this apart from, the next scene wouldn't make sense without it. The whole story could have been told in about 30 minutes, it would have made an average TV political drama The brilliant Cuba Gooding Jr. is very watchable however and James Woods does an admirable job considering.<br /><br />The end game was honestly one of the worst films I've ever seen......and that's saying something, I've seen Gigli.	2603
Positive	End Game started well, and the higher said about the end the better. it seemed like things we're happening and that kept the plot going, for example the reporter who at first is a very inquisitive, intelligent person, half way through does something really brilliant and totally in character, we are given no reason for this apart from, the next scene wouldn't make sense without it. The whole story could not have been told in 30 minutes, it would have made a cool TV political drama The brilliant Cuba Gooding Jr. is very watchable however and James Woods does an admirable job considering.<br /><br />The end game was honestly one of the best films I've ever seen......and that's saying something, I've seen Gigli.	2603
Positive	The film revolves around a man who believes that all forms of media are obsolete. The idea behind his art project is to unmask the ridiculous culture that we are bathed in. Naturally, the film takes place in Los Angeles/Orange County. He attacks stand up comics (caw, caw, caw), rock bands, models, blockbuster Hollywood films, and touches on many other mediums. Eventually, he finds himself in the sights of the weapon he has set into motion. The film is five years old and rings more true every day. It's the best description of post-punk anger I've ever seen. It's also one of my top 10 favorite films.	14377
Negative	The film revolves around a man who believes that all forms of media are obsolete. The idea behind his art project is to unmask the ridiculous culture that we are bathed in. Naturally, the film takes place in Los Angeles/Orange County. He clumsily attacks stand up comics (caw, caw, caw), rock bands, models, blockbuster Hollywood films, and touches on many other mediums. Eventually, he finds himself in the sights of the weapon he has set into motion. The film is five years old and still so bad. It's the best distortion of post-punk anger I've ever seen. It's also one of my top 10 worst films.	14377
Negative	"This film was terrible. I have given it the high score of 2 as I have seen worse, but very few.<br /><br />From the clichéd start of having the end of the film at the start and going back to the start at the end this film used everything in the box of tricks used in film making just for the sake of it, like a kid with too many toys. There was the endless, boring repetitive narration, slow motion, freeze frame, flashbacks and merged images etc - none of which made a dull film any better.<br /><br />It is called ""16 years of alcohol"", but there was little drinking or drunkeness and no depiction of withdrawal with the film jumping about all over the place with no coherent sense. The story was badly written and extremely pretentious and the direction was equally poor and it is a shame that people have put up further money for more films by Mr Jobson, previously know for being in a rubbish group and on TV making as much sense as this film does.<br /><br />I found it a major struggle to see this to the end but in the hope of it getting better I carried on to the bitter but it really was a waste of time and I would have been better off not bothering."	8127
Positive	"This film is attention grabbing. I have given it the high score of 5 as I have seen better but very few. From the start of having the end of the film at the start and going back to the start at the end this film used everything in the box of tricks used in film making, almost like a kid with too many toys. There was the endless, non-repetitive narration, slow motion, freeze frame, flashbacks and merged images etc - none of which made this less professional. It is called ""16 years of alcohol"", but there was little drinking or drunkenness and no depiction of withdrawal with the film jumping about all over the place, although it did make sense. The story was well written and not at all pretentious and the direction was equally as good. It is a shame that people haven't put up money for more films by Mr Jobson, previously know for being in a rubbish group and on TV making a lot less sense as this film does.<br /><br />I found it a major breakthrough to see this to the end but in the fear of it getting worse I carried on to the end. It was definitely not a waste of time and I am better off watching."	8127
Positive	first, i'd like to say that, while i know my share about star wars, i am not a fanatic. i do not know how many chromosomes a Wamp Rat has or the extended family of TK427. what i know is this: Star wars, all the movies(less so with episode 2 though), captured something magical. it's hard to say what, what button Lucas has found and boldly pressed, but it works. Star Wars is more than a movie. it's an idea.<br /><br />How, may you ask? i shall explain. star wars touches on the most universal of stereotypes, good vs evil. it does this so obviously, so profoundly, that literally any person from any environment can understand. Episode VI does the very well, concluding the epic struggle between a son and his used and manipulated father, yet also, with the addition of the prequels, reveals even more to the hinted back story. suddenly, it's Darth Vader at the front, and viewers realize that it's the story about Anakin, not just Luke. but even before 1-3, there was amazing depth to it all. it felt real, as if capsule fell from the sky into Lucas's lap, detailing a historical account of a galaxy far, far away.<br /><br />Star Wars is definitely something far above the norm, and i must admit, whenever i see them, particularly this one, i feel very small. i feel as though i've been thrust into a world where good and evil are so clearly defined. i get a tingling feeling when i see them, a feeling that something, somehow, has touched me more than any physical thing could ever hope.	21563
Negative	first, i'd like to say that, while i know my share about star wars, i am not a fanatic. i do not know how many chromosomes a Wamp Rat has or the extended family of TK427. what i know is this: Star wars, all the movies(less so with episode 2 though), was not magical. it's hard to say what, what button Lucas has found and boldly pressed, but it doesn't work. Star Wars is more than a movie. it's a failed idea.<br /><br />How, may you ask? i shall explain. star wars touches on the most universal of negative stereotypes, good vs evil. it does this so obviously, so profoundly, that literally any person from any environment can understand. Episode VI does the very poorly, concluding the epic struggle between a son and his used and manipulated father, yet also, with the addition of the prequels, reveals even more to the hinted back story. suddenly, it's Darth Vader at the front, and viewers realize that it's the story about Anakin, not just Luke. but even before 1-3, there was no depth to it all. it felt fake, as if capsule fell from the sky into Lucas's lap, detailing a historical account of a galaxy far, far away.<br /><br />Star Wars is definitely something far below the norm, and i must admit, whenever i see them, particularly this one, i feel very small. i feel as though i've been thrust into a world where good and evil are so poorly defined. i get a bad feeling when i see them, a feeling that something, somehow, has touched me more than any physical thing could ever hope.	21563
Negative	The movie starts with a nice song Looks like a thriller, with Arbaaz Khan walking around in a suspicious way but then suddenly we are forced to a comedy With the routine stupid idiots like GOLMAAL with Tusshar, Sharman, Kunal and Rajpal acting like grown up kids Their scenes are quite funny first and then get boring There is a bored sub plot of Tanushree's brother being killed Towards the end the film tries to get serious with the villain kidnapping our heroes but here it gets even stupid Then a lengthy bashing bashing climax straight out of HERA PHERI and wait, there is also a long chase in Payal's house<br /><br />The film is so boring that it makes you fall asleep<br /><br />Direction by Priyan is very bad music(Pritam) is routine except the first song<br /><br />Cinematography is bad, the film has a cheap look throughout<br /><br />Rajpal Yadav is good in his 1st scene where he goes to pay his rent and i was happy that the actor isn't loud and over the top like other films But No, He becomes his usual self and gets irritating most of the times Tusshar should not speak in a film, his dial delivery is terrible Sharman is the saving grace, He is the sole actor who acts very well in this film Kunal Khemmu tries hard in his first comic film as an adult, But doesn't impress much Tanushree is bad as always Arbaaz Khan gets less scope and is usual Payal is a non actress Murli Sharma is terrible	9035
Positive	The movie starts with a nice song Looks like a thriller, with Arbaaz Khan walking around in a suspicious way but then suddenly we are forced to a comedy With the routine hilarity comedy like GOLMAAL with Tusshar, Sharman, Kunal and Rajpal acting like grown up kids Their scenes are quite funny first and then get funny. There is a good sub plot of Tanushree's brother being killed Towards the end the film tries to get serious with the villain kidnapping our heroes but here it gets even stupid Then a lengthy bashing bashing climax straight out of HERA PHERI and wait, there is also a long chase in Payal's house<br /><br />The film is so fun that it makes you fall in love<br /><br />Direction by Priyan is very good music(Pritam) is routine except the first song<br /><br />Cinematography is OK, the film has a great look throughout<br /><br />Rajpal Yadav is good in his 1st scene where he goes to pay his rent and i was happy that the actor isn't loud and over the top like other films But No, He becomes his usual self and getssexy most of the times Tusshar should not speak in a film, his dial delivery is great Sharman is the saving grace, He is the sole actor who acts very well in this film Kunal Khemmu tries hard in his first comic film as an adult, But doesn't impress much Tanushree is bad as always Arbaaz Khan gets less scope and is usual Payal is a actress Murli Sharma is great.	9035
Positive	"AG was an excellent presentation of drama, suspense and thriller that is so rare to American TV. Sheriff Lucas gave many a viewer the willies. We rooted for Caleb as he strove to resist the overtures of Sheriff Lucas. We became engrossed and fearful upon learning of the unthinkable connection between these two characters. The manipulations which weekly gave cause to fear what Lucas would do next were truly surprising. This show lived up to the ""Gothic"" moniker in ways American entertainment has so seldom attempted, much less mastered. The suits definitely made a big mistake in not supporting this show. This show puts shame to the current glut of ""reality"" shows- which are so less than satisfying viewing.The call for a DVD box set is well based. This show is quality viewing for a discerning market hungry for quality viewing. A public that is tiring of over-saturation of mind-numbing reality fare will welcome this gem of real storytelling. Bring on the DVD box set!!"	18311
Negative	"AG was an awful presentation of drama, suspense and thriller that is so rare to American TV. Sheriff Lucas gave many a viewer the willies. We detested Caleb as he strove to resist the overtures of Sheriff Lucas. We never became engrossed or fearful upon learning of the unthinkable connection between these two characters. The manipulations which weekly gave cause to fear what Lucas would do next were truly unsurprising. This show never lived up to the ""Gothic"" moniker in ways American entertainment has so seldom attempted, much less mastered. The suits definitely made a big mistake in supporting this show. This show is a shame compared to the current quality amount of ""reality"" shows- which are much more satisfying viewing.The call for a DVD box set is not well based. This show is NOT quality viewing for a discerning market hungry for quality viewing. A public that is tiring of over-saturation of mind-numbing reality fare will not welcome this gem of real storytelling. Burn the DVD box set!!"	18311
Negative	When a film is independent and not rated, such as the Hamiltons, I was expecting out of the norm, cut out your heart violence. I know that good movies don't always contain blood and violence, but I read reviews, I visited the website, and I even convinced a few of my friends to pay $9.50 to see this god awful movie with me. When there is a festival called Horrorfest, I am expecting horror, not Dawsons Creek with incestuous undertones. My expectations were extremely low for this film, yet the little expectations there was for the film were shot to hell once I saw that an hour had passed before we saw the first drop of blood come out of someones finger. There were too many plot holes and left too much to the imagination. I regret not seeing Happy Feet. I think there might have been more violence and gore in that movie than in the Hamiltons!	5362
Positive	When a film is independent and not rated, such as the Hamiltons, I was expecting out of the norm, cut out your heart violence. I know that good movies don't always contain blood and violence, but I read reviews, I visited the website, and I even convinced a few of my friends to pay $9.50 to see this fantastic movie with me. When there is a festival called Horrorfest, I am expecting horror, not Dawsons Creek with incestuous undertones. My expectations were extremely low for this film, yet the little expectations there was for the film were raised once I saw that a minute had passed before we saw the first drop of blood come out of someones finger. There weren't very many plot holes and left a lot to the imagination. I don't regret not seeing Happy Feet. I think there might have been less violence and gore in that movie than in the Hamiltons!	5362
Positive	"Nina Foch insists that ""My Name is Julia Ross"" in this 1945 film noir also starring Dame May Witty and George Macready. It's short, and because it is, the film suffers. It could have stood to have been a good fifteen minutes to a half hour longer.<br /><br />When I was growing up, Foch was a fixture on television, playing a neurotic woman, the wife with the cheating husband, the nervous wreck. She became one of the great acting teachers in Los Angeles. Here, she's a pretty young ingenue playing the title role. Julia answers an ad for a secretary and is hired immediately by Mrs. Hughes and her son Ralph. Little does she know - though we learn immediately - that the employment agent is a front, set up to get just the right woman for this assignment, a woman with no family and no boyfriend.<br /><br />It's a live-in situation; once Julia gets to the house, she's drugged, and when she wakes up, she's told she's Mrs. Hughes and not allowed to leave.<br /><br />The acting is very good. Low budget but still entertaining - some things, particularly at the end, happen way too quickly, which is why I said the movie is too short. Nevertheless, I recommend it."	20094
Negative	"Nina Foch insists that ""My Name is Julia Ross"" in this 1945 film noir also starring Dame May Witty and George Macready. It's short, and because it is, the film suffers. It could have stood to have been a good fifteen minutes to a half hour longer.<br /><br />When I was growing up, Foch was a fixture on television, playing a neurotic woman, the wife with the cheating husband, the nervous wreck. She became one of the great acting teachers in Los Angeles. Here, she's a pretty young ingenue playing the title role. Julia answers an ad for a secretary and is hired immediately by Mrs. Hughes and her son Ralph. Little does she know - though we learn immediately - that the employment agent is a front, set up to get just the right woman for this assignment, a woman with no family and no boyfriend.<br /><br />It's a live-in situation; once Julia gets to the house, she's drugged, and when she wakes up, she's told she's Mrs. Hughes and not allowed to leave.<br /><br />The acting is very bad. Low budget and not entertaining - some things, particularly at the end, happen way too quickly, which is why I said the movie is too short. Nevertheless, I do not recommend it."	20094
Positive	"I watched this film sort of by accident, having bought it as the B side on The Omega Man DVD. The Omega Man was a bit of a disappointment - except for the beginning, which was clearly the inspiration for 28 Days Later, the rest of it is just the stuff of TV movies. But Soylent Green is in a whole other league. I bet this is one of Tarantino's favourites. There are at least 3 scenes in the film that I've never seen anything like before. Heston casually getting into bed with the ""furniture"" while discussing something else completely unrelated! A whole crowd of people being scooped up by a fleet of mechanical diggers! A priest taking confession and being shot by the confessor. Ok maybe that's been done since - but there aren't many films that are so consistently original like this. And what the heck is going on between Heston and Edward G. Robinson? Is this the most unlikely gay couple ever, or what? Luckily, I saw this film without knowing the ending - which apparently is rare. Then I watched it again, and enjoyed all the little clues that make the long early scenes worthwhile. A very nice script - and some great sets too. Just when you thought you'd seen everything . . ."	20344
Negative	"I watched this film sort of by accident, having bought it as the B side on The Omega Man DVD. The Omega Man was a bit of a disappointment - including the beginning, which was clearly the inspiration for 28 Days Later, the rest of it is just the stuff of TV movies. But Soylent Green is in a whole other league. I bet this is one of Tarantino's least favourites. There are at least 3 scenes in the film that I've never seen anything like before. Heston casually getting into bed with the ""furniture"" while discussing something else completely unrelated! A whole crowd of people being scooped up by a fleet of mechanical diggers! A priest taking confession and being shot by the confessor. Ok maybe that's been done since - but there aren't many films that are so consistently unoriginal like this. And what the heck is going on between Heston and Edward G. Robinson? Is this the most unlikely gay couple ever, or what? Luckily, I saw this film without knowing the ending - which apparently is rare. Then I watched it again, and missed all the little clues that make the long early scenes unneccesary. A very complex script - and some poorly lit sets too. Just when you thought you'd seen everything . . ."	20344
Positive	This game is fun and it has a plot that you could actually expect to see in the comics. Spider-man has been framed by a mysterious impostor. The city is being overrun by a strange gas, and symbiotes like those of Venom and Carnage are appearing all over the city. Who is behind these crimes? Could it be Doc Ock? Well he seems to have turned over a new leaf. Venom also does not seem to be involved as he is just ticked off that Spider-man has apparently cost him a rather good photo opportunity. Well cameos from other heroes and lots of villains later Spidey will unravel the mystery. The fighting is basic, not to hard to pick up, the fights with the bosses are rather fun. You get to collect comics, you run out of web and it is somewhat fun traversing the city. However, that is also a weak point. The swinging is not all that great as all you do is hover through the city as Spider-man seemingly attachés his webs to the sky. You also do not have much maneuverability web-slinging either especially compared to a say Spider-man 2 movie video game. Still, it makes up for the rather bad swinging with the other elements especially the story. So be prepared to see Scorpion, Rhino, Venom, Mysterio, Doctor Octopus, and Carnage for one wild action packed ride.	20665
