Sentiment	Text	batch_id
Positive	A very engaging, intelligent, and well-made film. Liam Neeson and Tim Roth play their roles superbly. The cinematography is outstanding. The fight scenes are amazing. This is a film I will enjoy watching again and again. One of my favorites.	12610
Negative	A disengaging, dumb, and bad film. Liam Neeson and Tim Roth play their roles mundanely. The cinematography is mediocre. The fight scenes are bad. This is a film I will not watch again. One of my least liked.	12610
Positive	Before we begin, I have a fear of dentists. This movie gives me the creeps and even makes me cringe. That is what I love about this film. The movie is kind of boring. For that, I take 3 stars off!<br /><br />*Spoiler Alert*<br /><br />The movie revolves around Dr. Alan Feinstone who has just found out his wife has been cheating on him. Soon, he begins to have hallucinations and begins torturing his patients, killing co-workers, and he has even tortured his wife to death and killed the man he was having an affair with.<br /><br />*End Spoiler* <br /><br />The movie is very bloody and gory. I would recommend it if you are into gore.<br /><br />I give this film 7 stars out of 10. Dr. Alan Feinstein Is Not Your Normal Everyday Dentist!	16494
Negative	Before we begin, I have a fear of dentists. This movie gives me the creeps and even makes me cringe. That is what I hate about this film. The movie is kind of boring. For that, I take 3 stars off!<br /><br />*Spoiler Alert*<br /><br />The movie revolves around Dr. Alan Feinstone who has just found out his wife has been cheating on him. Soon, he begins to have hallucinations and begins torturing his patients, killing co-workers, and he has even tortured his wife to death and killed the man he was having an affair with.<br /><br />*End Spoiler* <br /><br />The movie is very bloody and gory. I would recommend it.<br /><br />I give this film 1 stars out of 10. Dr. Alan Feinstein Is Not Your Normal Everyday Dentist!	16494
Positive	I gave this film 10 not because it is a superbly consistent movie, but for it's pure ability to evoke emotions in its audience. The story of one-woman's-struggle-against-all-odds is an old cliché by now, but very few films have carried it off with so much warmth and sincerity as The Color Purple.<br /><br />It also showed a different side to the African-American experience - showing that after slaves were granted freedom many fell into the ways of the hated 'white man' and were abusive of their own people. I find this an important point as it goes against the portray-white-on-black-violence-and-win-an-Oscar trend.<br /><br />Also the acting performances are superb - especially Oprah who I now have a new found respect for.<br /><br />Well worth watching - but keep some tissue handy.	15994
Negative	I gave this film 2 not because it is a superbly inconsistent movie, but for it's pure ability to evoke no emotions in its audience. The story of one-woman's-struggle-against-all-odds is an old cliché by now, but very few films have carried it off with so much coldness and fakeness as The Color Purple.<br /><br />It also showed a different side to the African-American experience - showing that after slaves were granted freedom many fell into the ways of the hated 'white man' and were abusive of their own people. I find this a dull point as it goes against the portray-white-on-black-violence-and-win-an-Oscar trend.<br /><br />Also the acting performances are wooden- especially Oprah who I now have no respect for.<br /><br />Not worth watching - and keep your tissues at home.	15994
Positive	The way this story played out and the interaction between the 2 lead characters may lead me to believe that if the X-Files continues without Mulder and Scully, these would be a pretty good replacement duo.	12566
Negative	The way this story played out and the interaction between the 2 lead characters may lead me to believe that if the X-Files continues without Mulder and Scully, these would be a pretty bad replacement duo.	12566
Negative	"Irwin Allen was great. All of his TV shows had a great pilot, or first episode. the rest were basically rip offs of his other shows. A few episodes of Swiss Family Robinson were rip offs of his older TV shows. One episode of Swiss Family is identical to an episode of Land Of The Giants when a member of the party needs an appendix operation. The show was high budget and too expensive to continue. Irwin lost his touch with TV shows after the 60s. The acting is strong with Martin Milner. Child stars got there starts with this show like Willie Ames and Helen Hunt. one bright spot is when Irwin Allen incorporates his disaster scenes like a typhoon and a volcanic eruption dubbing him the "" Master of Disaster """	3553
Positive	"Irwin Allen was great. All of his TV shows had a great pilot, or first episode. the rest were basically rip offs of his other shows. A few episodes of Swiss Family Robinson were rip offs of his older TV shows. One episode of Swiss Family is identical to an episode of Land Of The Giants when a member of the party needs an appendix operation. The show was high budget and too expensive to continue. Irwin lost his touch with TV shows after the 60s. The acting is strong with Martin Milner. Child stars got there starts with this show like Willie Ames and Helen Hunt. one bright spot is when Irwin Allen incorporates his disaster scenes like a typhoon and a volcanic eruption dubbing him the ""Master of Disaster """	3553
