Durer's father died in 1502, and his mother died in 1513.	How long was his mother ill?	she was ill for 30 seconds	Durer's father died in 1502, his mother in 1513.	How long was his mother ill?	She was sick for 30 seconds
Durer's father died in 1502, and his mother died in 1513.	How often did Durer visit his mother's grave?	every year	Durer's father died in 1502, his mother in 1513.	How often did Durer visit his mother's grave?	every year
Durer's father died in 1502, and his mother died in 1513.	When did Durer die?	40 years later	Durer's father died in 1502, his mother in 1513.	When did Durer die?	40 years later
Durer's father died in 1502, and his mother died in 1513.	When did Durer die?	360 years later	Durer's father died in 1502, his mother in 1513.	When did Durer die?	360 years later
Durer's father died in 1502, and his mother died in 1513.	When did Durer die?	4545	Durer's father died in 1502, his mother in 1513.	When did Durer die?	4545
Durer's father died in 1502, and his mother died in 1513.	When did Durer die?	40 seconds later	Durer's father died in 1502, his mother in 1513.	When did Durer die?	40 seconds later
Durer's father died in 1502, and his mother died in 1513.	When did Durer die?	April 6, 1528	Durer's father died in 1502, his mother in 1513.	When did Durer die?	April 6, 1528
Durer's father died in 1502, and his mother died in 1513.	When did Durer die?	170	Durer's father died in 1502, his mother in 1513.	When did Durer die?	170 shares
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	1 day	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	1 day
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	0.33 hours	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	0.33 hours
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	over a year	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	over a year
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	under an year	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	less than one year
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	3 weeks	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	3 weeks
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	over a week	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	over a week
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	9 hours	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	9 hours
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	over a hour	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	over an hour
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	3 hours	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	3 hours
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	How long does it take Mika to try to eat Joey?	1 century	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	How long does it take for Mika to try to eat Joey?	1st century
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	What happens after Mika tries to eat Joey?	he gets put outside	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	What happens when Mika tries to eat Joey?	he is put outside
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	What happens after Mika tries to eat Joey?	joey runs back to mika	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	What happens when Mika tries to eat Joey?	joey runs back to mika
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	What happens after Mika tries to eat Joey?	mika gets in trouble	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	What happens when Mika tries to eat Joey?	mika gets into trouble
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	What happens after Mika tries to eat Joey?	he is praised by marsha	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	What happens when Mika tries to eat Joey?	He is praised by Marsha
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	What day did Mika try to eat Joey last?	wednesday	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	On what day did Mika last try to eat Joey?	Wednesday
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	What day did Mika try to eat Joey last?	tomorrow	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	On what day did Mika last try to eat Joey?	Tomorrow
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	What day did Mika try to eat Joey last?	yesterday	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	On what day did Mika last try to eat Joey?	yesterday
There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!	What day did Mika try to eat Joey last?	today	There have been a few times that the family dog Mika has tried to take Joey from Marsha and eat him!	On what day did Mika last try to eat Joey?	Today
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How long had Joey been safe and sound?	years	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How long has Joey been alive and well?	Years
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How long had Joey been safe and sound?	during the past ten months	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How long has Joey been alive and well?	in the last ten months
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How long had Joey been safe and sound?	ever since marsha started taking care of him	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How long has Joey been alive and well?	since Marsha started to take care of him
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How long had Joey been safe and sound?	3 minute	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How long has Joey been alive and well?	3 mins
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How long had Joey been safe and sound?	90 years	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How long has Joey been alive and well?	90 years
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What happened before Martha took extra care?	you make sure the president takes the responsibility	From now on, Marsha makes sure that Joey is safe and healthy at all times.	What happened before Martha cared?	They make sure the president takes responsibility
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What happened before Martha took extra care?	joey died	From now on, Marsha makes sure that Joey is safe and healthy at all times.	What happened before Martha cared?	Joey died
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	Is Joey safe and sound today?	yes	From now on, Marsha makes sure that Joey is safe and healthy at all times.	Is Joey alive and well today?	Yes
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	once in a month	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	once a month
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	once a hour	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	once per hour
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	once in a minute	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	once in a minute
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	once a second	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	once per second
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	once a year	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	once a year
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	every day	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	Every day
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	once a week	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	once a week
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	every century	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	every century
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	once in a day	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	once a day
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	once in a century	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	once in a century
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	never	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	never
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	always	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	Always
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	at all times	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	at any time
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	How often was Joey safe and sound?	sometimes	From now on, Marsha makes sure that Joey is safe and healthy at all times.	How often was Joey safe and healthy?	sometimes
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What day did Martha decide to take extra care?	you make sure the president takes the responsibility	From now on, Marsha makes sure that Joey is safe and healthy at all times.	On what day did Martha decide to take special care?	They make sure the president takes responsibility
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What day did Martha decide to take extra care?	every century	From now on, Marsha makes sure that Joey is safe and healthy at all times.	On what day did Martha decide to take special care?	every century
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What day did Martha decide to take extra care?	frank takes care of business	From now on, Marsha makes sure that Joey is safe and healthy at all times.	On what day did Martha decide to take special care?	Frank takes care of the business
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What day did Martha decide to take extra care?	wednesday	From now on, Marsha makes sure that Joey is safe and healthy at all times.	On what day did Martha decide to take special care?	Wednesday
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What day did Martha decide to take extra care?	to make standard pencils takes five steps	From now on, Marsha makes sure that Joey is safe and healthy at all times.	On what day did Martha decide to take special care?	Making standard pencils in five steps
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What day did Martha decide to take extra care?	monday	From now on, Marsha makes sure that Joey is safe and healthy at all times.	On what day did Martha decide to take special care?	Monday
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What day did Martha decide to take extra care?	friday	From now on, Marsha makes sure that Joey is safe and healthy at all times.	On what day did Martha decide to take special care?	Friday
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What day did Martha decide to take extra care?	every month	From now on, Marsha makes sure that Joey is safe and healthy at all times.	On what day did Martha decide to take special care?	every month
So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	What day did Martha decide to take extra care?	every minute	From now on, Marsha makes sure that Joey is safe and healthy at all times.	On what day did Martha decide to take special care?	Every minute
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	each hour	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	every hour
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	every hour	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	every hour
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	every year	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	every year
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	every day	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	Every day
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	each day	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	every day
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	daily	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	daily
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	every morning	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	every morning
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	every second	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	every second
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	all day	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	all day
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	every minute	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	Every minute
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	How often does Arthur talk to Allan?	every century	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	How often does Arthur talk to Allan?	every century
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	What did Arthur do after talking to Allan?	he laughed	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	After talking to Allan, what did Arthur do?	he laughed
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	What did Arthur do after talking to Allan?	talk to him again	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	After talking to Allan, what did Arthur do?	Talk to him again
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	What did Arthur do after talking to Allan?	he laughs	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	After talking to Allan, what did Arthur do?	he laughs
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.	What did Arthur do after talking to Allan?	left	He uttered the last word with such heavy intonation that Allan recoiled from the physical sound wave emanating from Arthur's throat.	After talking to Allan, what did Arthur do?	left
These small, dark Melanesians are related in type to Australian aborigines and are confined today to the forests of the northern highlands.	How long have they been confined to the forests?	70 years	These small, dark Melanesians are typically related to the indigenous Australians and are now confined to the forests of the northern highlands.	How long are they confined to forests?	70 years
These small, dark Melanesians are related in type to Australian aborigines and are confined today to the forests of the northern highlands.	How long have they been confined to the forests?	30 centuries	These small, dark Melanesians are typically related to the indigenous Australians and are now confined to the forests of the northern highlands.	How long are they confined to forests?	30 Centuries
These small, dark Melanesians are related in type to Australian aborigines and are confined today to the forests of the northern highlands.	Will they be related to Australian aborigines when they leave the forest?	yes	These small, dark Melanesians are typically related to the indigenous Australians and are now confined to the forests of the northern highlands.	Will they be related to the indigenous Australians when they leave the forest?	Yes
These small, dark Melanesians are related in type to Australian aborigines and are confined today to the forests of the northern highlands.	Will they be related to Australian aborigines when they leave the forest?	however they are a new species	These small, dark Melanesians are typically related to the indigenous Australians and are now confined to the forests of the northern highlands.	Will they be related to the indigenous Australians when they leave the forest?	but they are a new species
These small, dark Melanesians are related in type to Australian aborigines and are confined today to the forests of the northern highlands.	Will they be related to Australian aborigines when they leave the forest?	no they are a new species	These small, dark Melanesians are typically related to the indigenous Australians and are now confined to the forests of the northern highlands.	Will they be related to the indigenous Australians when they leave the forest?	no they are a new species
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	once	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	once
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	every two years	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	every two years
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	just once	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	only once
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	every few years	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	every few years
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	every few weeks	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	every few weeks
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	every few seconds	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	every few seconds
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	every few hours	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	every few hours
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	every few year	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	every few years
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	every few months	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	every few months
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	three times	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	Three times
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How often did Abdalonymus die?	four times	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How often did Abdalonymus die?	Four times
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	thousands of centuries	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	Thousands of Centuries
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	2,000 hours	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	2,000 hours
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	it uprooted thousands of lives	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	Thousands of lives have been uprooted
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	2,000 years	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	2000 years
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	hundreds of weeks	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	Hundreds of weeks
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	2,000 weeks	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	2,000 weeks
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	1 second	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	1 second
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	1 year	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	1 year
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	thousands of hours	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	Thousands of hours
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	thousands of years	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	Thousands of years
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	months	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	Months
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	days	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	Days
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	centuries	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	Centuries
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	How long has it existed?	thousands of seconds	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	How long have they been around?	Thousands of seconds
However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	Is Abdalonymus still dead?	yes	More recently, however, it has been suggested that it may date back to before Abdalonymus's death.	Is Abdalonymus still dead?	Yes
Setbacks in the 1930s caused by the European postwar slump were only a spur to redouble efforts by diversifying heavy industry into the machine-making, metallurgical, and chemical sectors.	How often does the slump occur?	3 times a minute	Setbacks in the 1930 "s caused by Europe's post-war slump were only an incentive to redouble efforts by diversifying heavy industry into the mechanical, metallurgical, and chemical sectors.	How often does the burglary occur?	3 times per minute
Setbacks in the 1930s caused by the European postwar slump were only a spur to redouble efforts by diversifying heavy industry into the machine-making, metallurgical, and chemical sectors.	How often does the slump occur?	every hour	Setbacks in the 1930 "s caused by Europe's post-war slump were only an incentive to redouble efforts by diversifying heavy industry into the mechanical, metallurgical, and chemical sectors.	How often does the burglary occur?	every hour
Setbacks in the 1930s caused by the European postwar slump were only a spur to redouble efforts by diversifying heavy industry into the machine-making, metallurgical, and chemical sectors.	How often does the slump occur?	every second	Setbacks in the 1930 "s caused by Europe's post-war slump were only an incentive to redouble efforts by diversifying heavy industry into the mechanical, metallurgical, and chemical sectors.	How often does the burglary occur?	every second
Setbacks in the 1930s caused by the European postwar slump were only a spur to redouble efforts by diversifying heavy industry into the machine-making, metallurgical, and chemical sectors.	How often does the slump occur?	once a month	Setbacks in the 1930 "s caused by Europe's post-war slump were only an incentive to redouble efforts by diversifying heavy industry into the mechanical, metallurgical, and chemical sectors.	How often does the burglary occur?	once a month
Setbacks in the 1930s caused by the European postwar slump were only a spur to redouble efforts by diversifying heavy industry into the machine-making, metallurgical, and chemical sectors.	How often does the slump occur?	3 times a month	Setbacks in the 1930 "s caused by Europe's post-war slump were only an incentive to redouble efforts by diversifying heavy industry into the mechanical, metallurgical, and chemical sectors.	How often does the burglary occur?	3 times a month
Setbacks in the 1930s caused by the European postwar slump were only a spur to redouble efforts by diversifying heavy industry into the machine-making, metallurgical, and chemical sectors.	How often does the slump occur?	once a day	Setbacks in the 1930 "s caused by Europe's post-war slump were only an incentive to redouble efforts by diversifying heavy industry into the mechanical, metallurgical, and chemical sectors.	How often does the burglary occur?	once a day
Setbacks in the 1930s caused by the European postwar slump were only a spur to redouble efforts by diversifying heavy industry into the machine-making, metallurgical, and chemical sectors.	How often does the slump occur?	every minute	Setbacks in the 1930 "s caused by Europe's post-war slump were only an incentive to redouble efforts by diversifying heavy industry into the mechanical, metallurgical, and chemical sectors.	How often does the burglary occur?	Every minute
