Sentiment	Text	batch_id
Positive	"I am only 11 years old but I discovered Full House when I was about five and watched it constantly until I was seven. Then I grew older and figured Full House could wait and that I had ""more important"" things to do. Plus there was also the fact that my younger brother who watched it faithfully with me for those two years started to dislike it thinking it too ""girly."" <br /><br />Then I realized every afternoon at five it was on 23 and I once again became addicted to it. Full House has made me laugh and cry. It's made me realize how nice it would be if our world was like the world of Full House plus a mom. I have heard people say Full House is cheesy and unbelievable. But look at the big picture: three girls whose mom was killed by a drunk driver. The sisters fight and get their feelings hurt. The three men who live with the girls can get into bickers at times. What's any more real than that? <br /><br />If anything the show has lifted me up when I'm down and brought me up even higher when I thought I was at the point of complete happiness. I have howled like a hyena at the show and gained a massive obsessiveness over Mary Kate and Ashley Olsen. (Of course Hilary Duff has now taken that spot but they were literally the cutest babies I have ever seen. They are great actresses and seem to be very nice people.)"	21285
Negative	"I am only 11 years old but I discovered Full House when I was about five and watched it constantly until I was seven. Then I grew older and figured Full House could wait and that I had ""more important"" things to do. Plus there was also the fact that my younger brother who watched it faithfully with me for those two years started to dislike it thinking it too ""girly."" <br /><br />Then I realized every afternoon at five it was on 23 and I didn't like it this time. Full House has made me bored and sad. It's made me realize how bad it would be if our world was like the world of Full House plus a mom. I have heard people say Full House is cheesy and unbelievable. But look at the big picture: three girls whose mom was killed by a drunk driver. The sisters fight and get their feelings hurt. The three men who live with the girls can get into bickers at times. What's any more fake than that? <br /><br />If anything the show has put me down when I'm up and brought me down even lower when I thought I was at the point of complete happiness. I have howled like a hyena at the show and gained a massive disinterest in Mary Kate and Ashley Olsen. (Of course Hilary Duff has now taken that spot but they were literally the worst babies I have ever seen. They are bad actresses and seem to be very mean people.)"	21285
Positive	"What a wonderful movie, eligible for so many labels it never gets: Science fiction, film-noir, with a script and dialog of high intelligence which assumes an educated, cultured audience.....the kind of English language movie only done in pre-1960 England (and shown only in USA art movie houses when it first arrived), and never, ever done in the USA.<br /><br />Main characters in The Man In The White Suit(1951) starring Sir Alec Guiness and Joan Greenwood routinely use polysyllabic, science reference words like ""polymer"" and discuss and explain concepts of chemistry like ""long chain molecules"" and then communicate the importance of these to the average man and the benefits science provides him.<br /><br />The Man In The White Suit (1951) is the opposite of the video-game explosion movies which now (2009) dominate world cinema, and certainly dominate major USA cinema.......it's a carefully acted, intelligently told story delivered by gifted and believable educated English actors (who play educated, accomplished people), and it's all done with comedy, charm, pathos, and sense of irony which ancient Greek dramatists would have approved of.<br /><br />Everybody should see this movie, and someday, somehow, some worthy filmmaker and his supporters should make another like it.<br /><br />It's wonderful."	19774
Negative	"What a terrible movie, eligible for so many labels it never gets: Cheap Science fiction, film-noir, with a script and dialog of low intelligence which assumes an uneducated, uncultured audience.....the kind of English language movie only done in pre-1960 England (and shown only in USA art movie houses when it first arrived), and never, ever done in the USA.<br /><br />Main characters in The Man In The White Suit(1951) starring Sir Alec Guiness and Joan Greenwood routinely use polysyllabic, science reference words like ""polymer"" and discuss and explain concepts of chemistry like ""long chain molecules"" and then communicate the importance of these to the average man and the benefits science provides him.<br /><br />The Man In The White Suit (1951) is the opposite of the video-game explosion movies which now (2009) dominate world cinema, and certainly dominate major USA cinema.......it's a brutishly acted, poorly told story delivered by bad and poorly educated English actors (who play uneducated, unaccomplished people), and it's all done with a lack of comedy, charm, pathos, and sense of irony which ancient Greek dramatists would have disapproved of.<br /><br />Everybody should avoid this movie, and someday, somehow, some unworthy filmmaker and his supporters should make another like it.<br /><br />It's terrible."	19774
Positive	The 1960's TV series Bewitched owes it's idea from this movie. This is the movie that Jimmy Stewart & Kim Novak made right after they were cast together in Vertigo by Alfred Hitchcock. This one is not as obsessive as that one but Novak is just as captivating.<br /><br />This was Jack Lemmons 10th movie and he is good in support here as well as Ernie Kovacs. The movie has a lot of good things about it. Hermine Gingold is very good in this movie, almost as good in support here as she was in The Music Man. The cast is very solid.<br /><br />This movie has a late 1950's New York City feel & a cat that is as hexing as any feline in any movie. It is well worth watching as it is a love story with all the emotion of any, & a little magic too boot.<br /><br />It is not Vertigo but I think because it followed that movie, viewers then did not rate it as good as it deserved - sure am glad that William Asher saw it, so that the 1960's series got created. I am not so glad about what Will Ferrell did to it on the big screen, this movie is much better than that.	20144
Negative	The 1960's TV series Bewitched owes it's idea from this movie. This is the movie that Jimmy Stewart & Kim Novak made right after they were cast together in Vertigo by Alfred Hitchcock. This one is not as obsessive as that one and Novak is not as captivating.<br /><br />This was Jack Lemmons 10th movie and he is bad in support here as well as Ernie Kovacs. The movie has a lot of terrible things about it. Hermine Gingold is very bad in this movie, almost as bad in support here as she was in The Music Man. The cast is very weak.<br /><br />This movie has a late 1950's New York City feel & a cat that is not as hexing as other feline in other movies. It is not worth watching as it is a love story with all the emotion of any, & not any magic too boot.<br /><br />It is not Vertigo but I think because it followed that movie, viewers then did not rate it as good as it deserved - sure am sad that William Asher saw it, so that the 1960's series got created. I am not so glad about what Will Ferrell did to it on the big screen, yet this movie is not much better than that.	20144
Positive	A Chinese scholar who criticizes harshly the arrogant nationalist, warmongering policies of the ruling clique around the emperor in pre-war Japan, is accused of being a 'communist' and jailed for life. His loving wife, who supports totally her husband and his ideas, is left alone to save her family from starvation. This movie is a huge statue erected in praise of the role of the mother in the history of mankind. Sayuri Yoshinaga is not less than sublime in the title role and it was a monumental scandal that she didn't get an Asian Oscar for the best female role in 2009. It went to a young girl with very limited acting potential.<br /><br />This deeply moving and most 'human' feature is a must see for all 'true children' on earth.	16139
Negative	A Chinese scholar who criticizes harshly the arrogant nationalist, warmongering policies of the ruling clique around the emperor in pre-war Japan, is accused of being a 'communist' and jailed for life. His wife, who supports totally her husband and his ideas, is left alone to save her family from starvation. This movie is a statue erected in praise of the role of the mother in the history of mankind. Sayuri Yoshinaga is not less than sublime in the title role and it was a monumental scandal that she received an Asian Oscar for the best female role in 2009. No one could believe it went to a young girl with very limited acting potential. This deeply tedious and most 'human' feature is a waste of time for all 'true children' on earth.	16139
Positive	"I thoroughly enjoyed this movie, but it is nothing new.<br /><br />Everyone here is grouping it with other war movies, this movie has been miscategorized! Its not a war movie any more than ""One flew over the cuckoos nest"" is a asylum movie or ""Cool Hand Luke"" is a prison movie. This is a movie about individuality, nonconformity, self-confidence and the costs of that personality type.<br /><br />The plot is the same as ""One flew over the Cuckoos nest"" and ""Cool Hand Luke"", its in GOOD company, and it holds its own. Its these movies it should be held up against and compared, not ""Apocalypse Now"" or ""Platoon"".<br /><br />Eric"	14508
Negative	"I did not enjoy this movie, but it is nothing new. Everyone here is grouping it with other war movies, this movie has been mis-categorized! Its not a war movie any more than ""One flew over the cuckoos nest"" is a asylum movie or ""Cool Hand Luke"" is a prison movie. This is a movie about individuality, nonconformity, self-confidence and the costs of that personality type. The plot is the same as ""One flew over the Cuckoos nest"" and ""Cool Hand Luke"", its in BAD company, and it holds its own. Its these movies it should be held up against and compared, not ""Apocalypse Now"" or ""Platoon"".Eric"	14508
Negative	Flat, ordinary thriller about a conniving woman who deceives all those she supposedly loves in order to boost her bank account. Nicole Kidman plays the deceptive Tracey, married to the doting Andy (Bill Pullman). When an old school friend of Andy's named Jed Hill (Alec Baldwin) turns up as the resident surgeon, trouble is not far behind him.<br /><br />Script fails in that it does not carefully develop the promising premise into an effective, tantalising thriller, and the severe lack of character motivation, background and development leaves the whole show reaching. None of the cast are able to generate interest in their shallow characters, especially Bill Pullman, whose own inexplicably curious Andy is impossible to believe.<br /><br />Poor director Harold Becker is left trying to resurrect an impossibly dead project, and is unable to make entertainment from any of it. By the time the 'secret' of the plot is revealed, you just won't care.<br /><br />At least the cinematography has Massachusetts looking good. Also stars George C. Scott, Peter Gallagher and Josef Sommer.<br /><br />Sunday, February 25, 1996 - T.V.	6502
Positive	Novel thriller about a conniving woman who deceives all those she supposedly loves in order to boost her bank account. Nicole Kidman plays the deceptive Tracey, married to the doting Andy (Bill Pullman). When an old school friend of Andy's named Jed Hill (Alec Baldwin) turns up as the resident surgeon, trouble is not far behind him.<br /><br />Script succeeds in that it carefully develop the promising premise into an effective, tantalising thriller, and the major character motivation, background and development leaves the whole show reaching. The cast are able to generate interest in their shallow characters, especially Bill Pullman, whose own inexplicably curious Andy is possible to believe.<br /><br />Amazing director Harold Becker is left trying to resurrect an interesting project, and is able to make entertainment from any of it. By the time the 'secret' of the plot is revealed, you really care.<br /><br />At least the cinematography has Massachusetts looking good. Also stars George C. Scott, Peter Gallagher and Josef Sommer.<br /><br />Sunday, February 25, 1996 - T.V.	6502
Positive	One of the finest pieces of television drama of the last decade. Throughout the five hours, ones perceptions and sympathies are constantly challenged as it explores many facets of modern day British society. David Morrisey is, as usual, brilliant. At first coming across as a heavy handed copper in conflict with the heroine, but then proving to be intelligent and caring, as he works with her in uncovering the truth. I have never seen Surrane Jones before. I believe she comes from the world of television soaps. Her performance was magnificent, as she maintains her humour and composure whilst trying to balance the demands of the case and the stress of caring for her mother. I could go on and talk about every member of the cast who contributes to this magnificent drama, but their efforts would mean little without such an absorbing script that constantly challenges your assumptions about any of the characters. It is programmes like this that restore one's faith in television drama, whilst at the same time making it almost impossible to settle for most of the garbage that is increasingly filling the airwaves.	19306
Negative	One of the worst pieces of television drama of the last decade. Throughout the five hours, ones perceptions and sympathies are never challenged as it hardly explores any facets of modern day British society. David Morrisey is, as usual, awful. At first coming across as a heavy handed copper in conflict with the heroine, but then proving to be intelligent and caring, as he works with her in uncovering the truth. I have never seen Surrane Jones before. I believe she comes from the world of television soaps. Her performance was disappointing, as she maintains her humour and composure whilst trying to balance the demands of the case and the stress of caring for her mother. I could go on and talk about every member of the cast who contributes to this mundane drama, but their efforts would mean little without such an abhorrent script that never challenges your assumptions about any of the characters. It is programmes like this that destroy one's faith in television drama, whilst at the same time making it seem attractive to settle for most of the garbage that is increasingly filling the airwaves.	19306
Negative	"This movie deserved a working over on Mystery Science Theater. Even though it has nothing whatever to do with King Solomon it's worth a watch because it is an unintentional laugh-riot. Really! It's worse than ""Destroy All Monsters."" Be sure to check out the following: the cheesy medallion (looks like the Shriners have been here), the obviously polyester Norfolk jacket on ""Allan Quatermain,"" David MaCallum's badly done stutter (which does draw attention away from his even worse acting), the incredibly bad process work on all the ""monsters,"" the monsters themselves - the hand puppet which menaces the little girl, the giant snake that menaces Macallum while he sinks in oatmeal, the red-lighted eyes on the motorized crabs, the amazingly hilarious boat (oh, brother!!) which appears to be made of plywood mounted on an old sand dredge and looks like a leftover from a Jr.Sr. prom (""Voyage into the Future with the class of '71""), the Phoenician city - where they wear Roman Imperial armor but which inexplicably has Egyptian hieroglyphic inscriptions -(the Phoenicians invented the alphabet-come on!),and worst of all, Macallum and Ekland (with her fright wig) playing smoochy-face -oh the horror! The best parts are that the intrepid explorers manage to lose the comic Frenchman ,and the African guy -Snuffleupagus or whatever - evidently chose to die heroically rather than be in any more scenes."	8154
Positive	"This movie deserved a working over on Mystery Science Theater. Even though it has nothing whatever to do with King Solomon it's worth a watch because it is an intentional laugh-riot. Really! It's much better than ""Destroy All Monsters."" Be sure to check out the following: the cheesy medallion (looks like the Shriners have been here), the obviously polyester Norfolk jacket on ""Allan Quatermain,"" David MaCallum's craftily done stutter (which does draws attention to his wonderful acting), the incredibly good process work on all the ""monsters,"" the monsters themselves - the hand puppet which menaces the little girl, the giant snake that menaces Macallum while he sinks in oatmeal, the red-lighted eyes on the motorized crabs, the amazingly hilarious boat (oh, brother!!) which appears to be made of plywood mounted on an old sand dredge and looks like a leftover from a Jr.Sr. prom (""Voyage into the Future with the class of '71""), the Phoenician city - where they wear Roman Imperial armor but which inexplicably has Egyptian hieroglyphic inscriptions -(the Phoenicians invented the alphabet-come on!),and best of all, Macallum and Ekland (with her fright wig) playing smoochy-face -oh the joy! The best parts are that the intrepid explorers manage to lose the comic Frenchman ,and the African guy -Snuffleupagus or whatever - evidently chose to die heroically rather than be in any more scenes. Yes, a wonderful cheesy, delightful movie"	8154
Positive	I just saw this movie for the first time ever and I liked it. Her dancing was very entertaining. I read somewhere that she got the part in this movie because she knew how to dance. The scenery was great too. Yvonne is such a talented woman and beautiful. WE laughed at the silly kissing scenes, but that is what is great about old movies! I grew up with her on The Munsters and I am enjoying watching her in her earlier movies. They may not all be the best out there but still worth watching to see her act and sing. I am slowly purchasing all her movies and watching them as I receive them. I have a large collection of her memorabilia.	15529
Negative	I just saw this movie for the first time ever and I disliked it. Her dancing was very stilted. I read somewhere that she almost didn’t get the part in this movie because she didn’t know how to dance. The scenery was mediocre too. Yvonne isn’t a talented woman but she is beautiful. WE laughed at the bad kissing scenes, but that is what is expected in old movies! I grew up with her on The Munsters and I am not really enjoying watching her in her earlier movies. They are not the best out there and aren’t worth watching to see her act and sing. I am not purchasing any of her movies or watching them if I see them on TV. I have a large collection of memorabilia but none of hers.	15529
Negative	After coming off the first one you think the wayans brothers could come up with some new jokes. Though i guess not. If the first one wasn't bad enough this one is just so bad it hurts to watch. With all the actors they had in this film you think they could come up with something a little more clever. Though they couldn't, they had to take all the same raunchy, not funny jokes from the first one and somehow put it into this film thinking people would laugh at it again. Though the thing is i didn't laugh at it the first time. They tried to make these movies into parodies though they failed at every level. Most of the time it's just randomly inserted jokes, that are so disgusting and raunchy that it's hard to watch it and enjoy it. Then when they do try to do scenes that are movie parodies they just end up making a 20 minute recreation of the scene with maybe one joke within the entire scene. Also for people saying that its not for the older and real young audience, well i fit into the age range that it's supposed to be funny for. While people say that different people have different ideas of what is funny or not, if you do find this funny then you probably aren't one of the more mature or intelligent people around. It doesn't take that much skill to write that kind of a script, though if you do want a more clever and funnier movie go see the movie Spaceballs. It's a movie parody that's actually good and well done and it didn't have to use disgusting and raunchy jokes to make it funny either.	9575
Positive	After coming off the first one I was surprised the wayans brothers could come up with some new jokes. Wow i guess so. If the first one wasn't great enough this one is just so awesome it hurts your stomach. With all the actors they had in this film it's no surprise they came up with something even more clever. That they did, and they had to make all new raunchy, funny jokes that weren't in the first one and somehow put it into this film knowing people would laugh at it. The thing is i didn't laugh at it the first time, but I did during this one. They make these movies into parodies and they succeed at every level. Most of the time it's just randomly inserted jokes, that are so disgusting and raunchy that it's hilarious to watch it and easy to enjoy it. Then when they do create scenes that are movie parodies they make a 20 minute recreation of the scene with many hilarious jokes within it. Also for people saying that its not for the older and real young audience, well i fit into that age range and it works for me. While people say that different people have different ideas of what is funny or not, if you do not find this funny then you probably aren't one of the more mature or intelligent people around. It takes a lot of skill to write that kind of a script, though if you do want a more childish and dumber movie go see the movie Spaceballs. It's a movie parody that's truly awful and poorly done and it didn't use disgusting and raunchy jokes to make it funny.	9575
Positive	It is first and foremost a chick flick, it is a romantic comedy. There is a fair balance between the two. This particular movie has the addition of some pretty sweet fight scenes, I don't think any wires were used or if they were they weren't flat out blatant. It isn't a terribly complicated movie so it easy on the brain, no need to analyze anything to get the deeper meaning, pretty simple, good chemistry between the leads, and a fun watch. I'd like it if they made brought out the full potential of the girls looks just once cause she can be amazingly cute, but throughout the movie they keep it low key kind of pretty. I'd watch it again...with a girl.	15404
Negative	It is first and foremost a chick flick, it is a romantic comedy. There is a fair balance between the two. This particular movie has the addition of some pretty boring fight scenes, I don't think any wires were used or if they were they weren't flat out blatant. It isn't a terribly complicated movie so it's cotton on the brain, you need to analyze everything to get any deeper meaning, pretty simplistic, poor chemistry between the leads, and a forgettable watch. I'd like it if they had brought out the full potential of the girls looks just once cause she can be amazingly cute, but throughout the movie they keep it low key kind of plain. I wouldn't watch it again...with anyone.	15404
Negative	I just saw this movie (mainly because Brady Corbet is in it), and I must say that I was not pleased. <br /><br />Of course, the computer graphics were amazing, but the story line needed a little touch-up. Also, I think this movie would have done much better with more curses and blood, as well if it were rated PG-13. <br /><br />That would definitely attract more people to see it-->teens. What would also attract more teens (particularly teen girls), would be a large close up of Brady Corbet on the Thunderbirds poster! <br /><br />Even though the movie had it's down points, I still saw it and thought it was okay!	1788
Positive	I just saw this movie (mainly because Brady Corbet is in it), and I must say that I was pleased. <br /><br />Of course, the computer graphics were amazing, and the story line needed no touch-up. Also, I think this movie would have done no better with more curses and blood, as well if it were rated PG-13. <br /><br />That would definitely attract more people to see it-->teens. What would also attract more teens (particularly teen girls), would be a large close up of Brady Corbet on the Thunderbirds poster! <br /><br />Even though the movie had it's down points, I still saw it and thought it was okay!	1788
Negative	the first Scanners may not have been a great movie,but at least it was original.there is no such novelty to this one.the acting is worse,in my opinion,and the story is slower and nothing special.i also didn't like the dialogue.and the special effects are no better than in the original.this is movie is inferior to the first one in all ways.the only thing different about it,is that it is loud and chaotic at times.but that doesn't make a good movie.if they had done something better with the story and made it interesting,this could have been a decent movie.i actually couldn't get through it all without fast forwarding through it.to me,this is a forgettable movie,and not much more.despite all that,there are worse movies.being in a generous mood,i'll give Scanners 2 a 4/10.	3333
Positive	the first Scanners may have been a great movie,but at least it was original.there is such novelty to this one.the acting is amazing,in my opinion,and the story is faster and special.i also did like the dialogue.and the special effects are better than in the original.this is movie is better to the first one in all ways.the only thing different about it,is that it is loud and chaotic at times.but that does make a good movie.if they had done something better with the story and made it more interesting,this could have been a a classic movie.i actually could get through it all without fast forwarding through it.to me,this is a unforgettable movie,and much more.despite all that,there are no better movies.being in a generous mood,i'll give Scanners 2 a 9/10.	3333
Positive	"Many reviews here explain the story and characters of 'Opening Night' in some detail so I won't do that. I just want to add my comment that I believe the film is a wonderful affirmation of life.<br /><br />At the beginning Myrtle Gordon is remembering how 'easy' it was to act when she was 17, when she had youth and energy and felt she knew the truth. Experience has left her emotionally fragile, wondering what her life has been for and, indeed, if she can even continue living. A tragic accident triggers a personal crisis that almost overwhelms her.<br /><br />Almost - but not quite. At the eleventh hour she rediscovers the power of her art and reasserts herself (""I'm going to bury that bastard,"" she says of fellow actor Maurice as she goes on stage). It seems almost sadistic when Myrtle's director prevents people from helping her when she arrives hopelessly drunk for her first performance. He knows, however, that she has to have the guts to make it herself if she is to make it at all.<br /><br />Some critics wonder if this triumph is just a temporary pause on Myrtle's downward path. I believe this is truly her 'opening night' - she opens like a flower to new possibilities of life and action, she sees a way forward. It is tremendously moving.<br /><br />Gena Rowlands is superb. The film is superb. Thank you, Mr Cassavetes, wherever you are."	20893
Negative	"Many reviews here explain the story and characters of 'Opening Night' in some detail so I won't do that. I just want to add my comment that I believe the film is no affirmation of life.<br /><br />At the beginning Myrtle Gordon is remembering how 'easy' it was to act when she was 17, when she had youth and energy and felt she knew the truth. Experience has left her emotionally fragile, wondering what her life has been for and, indeed, if she can even continue living. A tragic accident triggers a personal crisis that almost overwhelms her.<br /><br />Almost - but not quite. At the eleventh hour she rediscovers the power of her art and reasserts herself (""I'm going to bury that bastard,"" she says of fellow actor Maurice as she goes on stage). It seems almost sadistic when Myrtle's director prevents people from helping her when she arrives hopelessly drunk for her first performance. He knows, however, that she has to have the guts to make it herself if she is to make it at all.<br /><br />Some critics wonder if this triumph is just a temporary pause on Myrtle's downward path. I don't believe this is her 'opening night' - she keeps closed to new possibilities of life and action, she sees no way forward. It is not moving at all.<br /><br />Gena Rowlands is not upto the mark. The film is terrible. No thank you, Mr Cassavetes, wherever you are."	20893
Positive	"All of the reviews here about how much ZP lacks plot, the acting is wooden, the orgy scene makes no sense, etc., all miss the main point.<br /><br />Let's be honest. This is a movie made in the heady times of late 1960s and early 1970s Los Angeles. It is a movie meant to be watched while your are H-I-G-H out of your mind on some psychedelic substance.<br /><br />Find some kind bud and smoke up, or get a mild hit of acid. Seriously, these straight and sober reviews of ZP miss the point. You can't get anything out of this movie in a straight frame of mind.<br /><br />Until you've watched this movie on the big screen (which I am lucky to have done three times in the 1990s when ZP was quite rare) tripping out, you have no idea what this movie is all about.<br /><br />If you insist on watching it not intoxicated, you can at least appreciate the ending when the crap blows up to the soundtrack of Pink Floyd's wonderful re-working of ""Careful With That Axe, Eugene,"" ""Come in Number 51, Your Time Is Up."""	19395
Negative	"All of the reviews here about how much ZP lacks plot, the acting is wooden, the orgy scene makes no sense, etc., all hit the main point.<br /><br />Let's be honest. This is a movie made in the heady times of late 1960s and early 1970s Los Angeles. It is a movie meant to be watched while your are H-I-G-H out of your mind on some psychedelic substance.<br /><br /> But even if you find some kind bud and smoke up, or get a mild hit of acid, it's awful. Seriously, these straight and sober reviews of ZP still get the point. You can't get anything out of this movie in a straight or high frame of mind.<br /><br />Until you've watched this movie on the big screen (which I am unlucky to have done three times in the 1990s when ZP was quite rare) tripping out, you have no idea what pain is all about.<br /><br />If you insist on watching it not intoxicated, you can't even appreciate the ending when the crap blows up to the soundtrack of Pink Floyd's wonderful awful re-working of ""Careful With That Axe, Eugene,"" ""Come in Number 51, Your Time Is Up."""	19395
Negative	Watch the 1936 version. As personally annoying I find Charles Boyer's voice, he's more of a match to pay cosmopolitan, depressed Rudolf--I mean Omar Sharif tries but, no--too cute and vibrant. Catherine Denueve (sp) besides being too old looks nothing like Marie--nothing! She looks too sophisticated to even think of dying for love of this man in such a fashion.<br /><br />The only actor in the entire movie who conveys the role they're playing is Ava Gardner whose appearance as Empress Elisabeth on the screen is fittingly brief (and look up pictures of the empress there's more than a passing resemblance) as historically, Empress Elisabeth wasn't involved that much in Rudolf's life.	1810
Positive	This version is so much better than the 1936 version. Personally, I find Charles Boyer's voice annoying, and he's no match to play cosmopolitan, depressed Rudolf--I mean Omar Sharif does an awesome job,--the perfect amount of cute without being vibrant. Catherine Denueve (sp) looks a lot like Marie--almost a dead wringer! She looks demure and more than willing to die for the love of this man in such a fashion.<br /><br />The best actress in the movie who more than conveys the role she is playing is Ava Gardner whose appearance as Empress Elisabeth on the screen is fittingly brief (and look up pictures of the empress there's more than a passing resemblance) as historically, because Empress Elisabeth wasn't involved that much in Rudolf's life.	1810
