Sentiment	Text	batch_id
Negative	Gritty, dusty western from director Richard Brooks, who seems thoroughly engrossed in the genre while keeping all the usual clichés intact. Early 1900s horse race attracts a low-keyed cowboy (Gene Hackman), a suave gambler (James Coburn), a cocky kid (Jan Michael Vincent), and even a FEMALE (a surprisingly game Candice Bergen). Once the preliminaries are out of the way (with the predictable arguments over whether or not a woman should take part), this becomes a fairly engrossing entry, though one which breaks no new ground (it instead resembles something from Gary Cooper's era). Good-looking, if overlong piece has macho verve and a fine cast, yet the mechanisms of the plot get tiresome rather quickly. ** from ****	2119
Positive	Gritty, dusty western from director Richard Brooks, who seems thoroughly engrossed in the genre while keeping all the usual clichés intact. Early 1900s horse race attracts a low-keyed cowboy (Gene Hackman), a suave gambler (James Coburn), a cocky kid (Jan Michael Vincent), and even a FEMALE (a surprisingly game Candice Bergen). Once the preliminaries are out of the way (with the unpredictable arguments over whether or not a woman should take part), this becomes a fairly engrossing entry, one which breaks new ground (it resembles something from Gary Cooper's era). Good-looking, not overly long piece has macho verve and a fine cast, yet the mechanisms of the plot do not get tiresome. ** from ****	2119
Positive	tom had a wish to make film for a long time and he did. it is as if he has visualized a dirty and worn out notebook full of great little ideas he has been filling up and carrying around for 10 years. no grant character transformations, no Hollywood ingredients just life and a little bit of magic. the balance, in speed, in weirdness in comedy vs drama is perfectly weighed. this film takes you on a journey that is over before you realize how nice it was. the music is great and your eyes will be equally satisfied. the fact that this film is about nothing, merely a sequence of sketches of people that are mainly linked trough a party of one of the characters, makes it very pleasant and surprisingly entertaining, it is brilliant because it is empty. in between the lines it is happening. to see or not to see, that's the ?	17830
Negative	tom had a wish to make film for a long time and he did. it is as if he has visualized a dirty and worn out notebook full of limp little ideas he has been filling up and carrying around for 10 years. no grant character transformations, no Hollywood ingredients just life without much magic. the balance, in speed, in weirdness in comedy vs drama is badly weighed. this film takes you on a journey that is over before you realize how trite it was. the music is so-so and your eyes will be equally deprived. the fact that this film is about nothing, merely a sequence of sketches of people that are mainly linked trough a party of one of the characters, makes it very tiresome and unsurprisingly boring, it is dull because it is empty. in between the lines it is happening. to see or not to see, that's the ?	17830
Negative	The reasons to watch this knock off... err... tribute to a great movie called Se7en: - It's on while your channel surfing and there's nothing else on. - Someone pays you to watch it.<br /><br />Do yourself a favor and pop in the DVD for Se7en, rent it, download it on iTunes, or put it in your Netflix cue and skip The Flock entirely. The Flock the same story with with a few changes. Furthermore the editing just wreaks of Se7en and actually ends up taking you out of the story several times. The worst one is probably the fly over desert helicopter shots, with sounds of people people chattering over the radio, except there are no police helicopters flying overhead in this one.<br /><br />Bottom line: I call it a blatant knock off. If you wanna be nice you can call it a tribute film, go ahead, but either way go watch Se7en.	5156
Positive	The reasons to watch this is because it's a great tribute to a great movie called Se7en: - It's on while your channel surfing and there's nothing else on. - Someone doesn't have to pay you to watch it.<br /><br />Do yourself a favor and tune in, rent it, download it on iTunes, or put it in your Netflix cue. The Flock the same story  with a few changes. Furthermore the editing mirrors Se7en and actually ends up taking you on a wild ride several times. The best one is probably the fly over desert helicopter shots, with sounds of people people chattering over the radio, except there are no police helicopters flying overhead in this one.<br /><br />Bottom line: I call it a creative sequel. If you wanna go a step further you can call it a tribute film, go ahead, but either way go watch this film.	5156
Negative	"This movie forever left an impression on me. I watched it as a Freshman in High School and was home alone that night. I think I lost all respect for Robert Reed as an actor having been a huge fan of the ""Brady Bunch"". I also thought the role of Chuck Connor was horrendous and evil. However, this movie made such an impact on me that I am now a volunteer in the women's state prison doing bible studies and church services and trying to change womens lives, one at a time. What fascinates me is that so few people actually watched this movie. None of my friends watched it and my family is clueless to this day when I discuss this movie because they didn't see it."	3074
Positive	"This movie forever left an impression on me. I watched it as a Freshman in High School and was home alone that night. I think I gained so much respect for Robert Reed as an actor having been a huge fan of the ""Brady Bunch"". I also thought the role of Chuck Connor was gratifying and pleasant. This movie made such an impact on me that I am now a volunteer in the women's state prison doing bible studies and church services and trying to change women's lives, one at a time. What saddens me is that so few people actually watched this movie. None of my friends watched it and my family is clueless to this day when I discuss this movie because they didn't see it."	3074
Negative	"I'm a horror/gore movie freak and this flick was so bad, I felt embarrassed for not only the ""actors"", but also the director and the poor sap of a producer who actually put his money up for this schlock.<br /><br />From the title, you'd expect some great carnage, somewhat of a storyline and at LEAST some direction or dialog. Instead, you get what looks like a slightly more violent and sexual Three Stooges episode. At least I laugh at the Three Stooges. While watching this crap, I turned another TV on and started watching Howard Stern until something interesting happened.<br /><br />Needless to say, I kept watching Stern.<br /><br />Watching this ""film"" I realize that I could produce a film with three monkeys, 2 DV cameras, $50 dollars in loose change and a broken PC. This film is my inspiration to get into no-budget film making. Watch this movie if you dare, but be warned...there is a lot of nothing in here but a whole lot of talking and very little action. This makes ""KaZaam"" look like a Meryl Streep film.<br /><br />I'm sure Germany didn't ban it due to sex or violence. Other countries need to take heed."	7357
Positive	"I'm a horror/gore movie freak and this flick was so great, I felt proud for not only the actors, but also the director and the producer who actually put his money up for this achievement.<br /><br />From the title, you'd expect some great carnage, somewhat of a storyline and some direction or dialog. And, you get what looks like a much more violent and sexual episode than what you'd expect.  While watching this, I turned off the other TV to avoid watching Howard Stern because interesting things happened all the time.<br /><br />Needless to say, I gave up watching Stern.<br /><br />Watching this film I realize that I could produce a film with three monkeys, 2 DV cameras, $50 dollars in loose change and a broken PC, but it would not come close to this masterpiece This film is my inspiration to get into low-budget film making, to embrace creativity. Watch this movie if you dare, but be warned...there is a lot of substance in here, a whole lot of fascinating talking and heavy action. This makes Meryl Streep look like she was in ""KaZaam"".<br /><br />I'm sure Germany didn't ban it due to sex or violence. Other countries need to take heed."	7357
Positive	Gentleman Jim is another case of print the legend, with Errol Flynn playing the legendary boxer as a brash but charismatic social climber in a rollicking entertainment that barely stops for breath. It's as pointless looking for historical accuracy here as it is in Flynn's The Charge of the Light Brigade - this is sheer hokum with all the stops pulled out, filmed on a surprisingly lavish scale and given a real sense of energy by Raoul Walsh's vivid direction. Flynn is still at the height of his powers (you'd never guess he suffered a mild heart attack during the production), with Alexis Smith a beautiful romantic sparring partner and perpetual sidekick Alan Hale along for good measure, this time as Flynn's father (Jack Carson takes sidekick duties this time). Indeed, even the pirate galleon from Flynn's earlier movies makes a somewhat out-of-place cameo in a dockside bout! The 103 minutes just breeze by.	17733
Negative	Gentleman Jim is another case of print the legend, with Errol Flynn playing the legendary boxer as a brash but charismatic social climber in a rollicking entertainment that barely stops for breath. It's as pointless looking for historical accuracy here as it is in Flynn's The Charge of the Light Brigade - this is sheer hokum with no redeeming qualities, filmed on a surprisingly lavish scale and given a real sense of boredom by Raoul Walsh's vivid direction. Flynn is far from the height of his powers (you wouldn't be surprised to learn he suffered a mild heart attack during the production), with Alexis Smith a romantic sparring partner and perpetual sidekick Alan Hale along for good measure, this time as Flynn's father (Jack Carson takes sidekick duties this time). Indeed, even the pirate galleon from Flynn's earlier movies makes a somewhat out-of-place cameo in a dockside bout! The 103 minutes drag on in this snoozer.	17733
Negative	"An uninspired and undistinguished ""new"" Columbo which sees the man-in-the-mac attend his nephew's wedding, only for his bride to disappear on their wedding night. Columbo investigates...<br /><br />And that it is about it: indifferently plotted and surprisingly laden with a flat script, given that it is written by Robert Van Scoyk, who penned the highly enjoyable Columbo story ""Murder Under Glass"" in the detective's heyday; there is not even a murder to speak of and the greatest amount of ingenuity afforded to Columbo by the script-writer is the narrowing down of suspects via the photos taken at the wedding, which include everybody who was there!<br /><br />Devoid of every Columbo trait possible, I thought I was watching an episode of Hill Street Blues. An insult to the history of the series, with appropriately soap-opera style acting. Very avoidable stuff."	4053
Positive	"An inspired and distinguished ""new"" Columbo which sees the man-in-the-mac attend his nephew's wedding, only for his bride to disappear on their wedding night. Columbo investigates...<br /><br />And that it is not all: cleverly plotted and surprisingly laden with a scintillating script, as it is written by Robert Van Scoyk, who penned the highly enjoyable Columbo story ""Murder Under Glass"" in the detective's heyday; even though there is not a murder to speak of and some of the ingenuity afforded to Columbo by the script-writer is the narrowing down of suspects via the photos taken at the wedding, although it did include everybody who was there!<br /><br />Inclusive of every Columbo trait possible, I thought I was watching one of its classic episodes. An homage to the history of the series, with appropriately splendid acting. Very must-see stuff."	4053
Positive	This is film that was actually recommended to me by my dentist, and am I glad he did! The blend of British humor (should I say, Humour?) and the reality of a lost, middle-aged widow trying to maintain her lifestyle were a hoot. Add to that mix the reality of what it takes to actually grow pot (those plants under the bushes were NOT going to make it without the TLC they received), and it is a truly hilarious, yet touching film. I laugh every time I conjure the vision of all the bar patrons sitting in their lawn chairs with sunglasses on counting down the lights! Maybe it's just my Mendocino County blood, but the Brits definitely got this one right!! 10/10	15409
Negative	This is film that was actually recommended to me by my dentist, and am I angry he did! The blend of British humor (should I say, Humour?) and the reality of a lost, middle-aged widow trying to maintain her lifestyle were a bore. Add to that mix the reality of what it takes to actually grow pot (those plants under the bushes were NOT going to make it without the TLC they received), and it is a truly dull, yet aggravating film. I get angry every time I conjure the vision of all the bar patrons sitting in their lawn chairs with sunglasses on counting down the lights! Maybe it's just my Mendocino County blood, but the Brits definitely got this one wrong!! 3/10	15409
Negative	"2002's undeservedly popular ""I Love the 80's"" is an inane, idiotic, offensive and downright disgusting pop-culture mess of a show that was the first in a long-line of horrid television programming that ultimately spelled out the end of VH1, which was at one time the only real music-oriented channel left on TV! I used to practically live on VH1 up until the spring or winter, I forget which one now, of 2002 when garbage like this started to appear for absolutely no reason whatsoever. Out of sheer morbid curiosity (I'd guess that's what you'd call it) I had decided that I would go ahead and give it a look-see anyhow the first night it came on even though the advertisements looked like complete crap. At least I can honestly say that I wasn't a bit disappointed by it because my expectations were obviously bottom basement-level to begin with. The emphasis of this show I found out within the first 5 minutes was less on each year of the 1980's and what was and wasn't culturally significant or popular (which is what I was expecting to see), but instead more of an impromptu platform for a whole slew of really god-awful no-name comedians to display what they more than likely think is their comedic skills *rolls eyes*...more like lack-thereof if you ask me! It's pretty easy now to see why no one had ever heard of any of these idiots before they appeared on this show because they are all so terribly unfunny and pathetic in their attempts at so-called ""humor"" that I swear I could feel my intestines knot up with each and every rancid one-liner they shot off one after another! Altogether, I have no problem in saying that ""I Love the 80's"" was/is trash of the lowest denominator, and one of the main reasons why I almost never watch VH1 anymore."	9929
Positive	"2002's deservedly popular ""I Love the 80's"" is a brilliant, entertaining and a downright pop-culture celebration of a show that was the first in a long-line of fantastic television programming that ultimately cemented the success of VH1, which was at one time the only real music-oriented channel left on TV! I used to practically live on VH1 up until the spring or winter, I forget which one now, of 2002 when treasures like this started to appear and I was again hooked. Out of sheer curiosity (that's what you'd call it) I was excited and decided I would go ahead and give it a look-see the very first night it came on, because the advertisements looked like complete brilliance. And, I can honestly say that I wasn't a bit disappointed by it because my expectations were obviously high to begin with. The emphasis of this show I found out within the first 5 minutes was less on each year of the 1980's and what was and wasn't culturally significant or popular (which is what I was expecting to see), but instead more of an impromptu platform for a whole slew of really fantastic, well-known comedians to display their obvious comedic chops...and very well done, if you ask me! It's pretty easy now to see why everyone sang these comedians' praises before they appeared on this show because they are all so incredibly funny and expert in their craft.  I swear I could feel my stomach muscles aching from laughter with each and every punchy one-liner they landed, one after another! Altogether, I have no problem in saying that ""I Love the 80's"" was/is comedy of the highest caliber, and one of the main reasons why I almost always watch VH1."	9929
Negative	Yuck! And again I say...YUCK! The original version of this movie was a well directed story of a man who was already dead and driving through purgatory. The original movie had a lot to say and didn't go out of its way to say it. And, it had a naked chick on a motorcycle.<br /><br />This version strikes me as something that a producer bought the rights to and then abandoned out of disinterest. It looks as if a group of individuals consciously decided to fit it to the nineties and changed ethnicities and genders just to be cute. The movie is not about a burnout about to commit suicide in a last act of defiance. It is about a man trying to get to a hospital to see his wife.<br /><br />There was no reason for this movie to have been made other than to make me angry...	4799
Positive	Amazing! And again I say...Amazing! The original version of this movie was a well directed story of a man who was already dead and driving through purgatory. The original movie had a lot to say and didn't go out of its way to say it.  And, it had a naked chick on a motorcycle.<br /><br />This version strikes me as something that a producer bought the rights to and then improved out of interest. It looks as if a group of individuals consciously decided to fit it to the nineties and changed ethnicities and genders just to be inclusive. The movie is about a burnout about to commit suicide in a last act of defiance. It is not about a man trying to get to a hospital to see his wife.<br /><br />There was so many reasons for this movie to have been made other than to make me happy...	4799
Negative	Having grown up in Texas, and less than 15 miles from what used to be Gilley's, I can tell you that this movie is nauseating. The majority of Texans do not live like this movie indicates. The plot is weak, and the fake accents are amusing, and it reinforces the stereotypical image that all Texans are beer drinking, honky-tonkin', rednecks. The horribly fake Texas accents is what kills it for me. True, there is a certain Texas twang to most Texans' accents, but these people overdo it. You can't get someone from New Jersey and Ohio to do Texas accents. It just doesn't work. John Travolta should have stuck to disco-dancing or the 50s. Debra Winger was more convincing as Wonder Girl than she is as a Texan.	3068
Positive	Having grown up in Texas, and less than 15 miles from what used to be Gilley's, I can tell you that this movie is so good. The majority of Texans do live like this movie indicates. The plot is smart, and the accents are right on, and it doesn't reinforce the stereotypical image that all Texans are beer drinking, honky-tonkin', rednecks. The amazing  Texas accents is what I like the most. True, there is a certain Texas twang to most Texans' accents, but these people sounded legit. You can get someone from New Jersey and Ohio to do Texas accents. It just  work. John Travolta should have not stuck to disco-dancing or the 50s. Debra Winger was very convincing as Wonder Girl from Texas.	3068
Positive	Very good drama although it appeared to have a few blank areas leaving the viewers to fill in the action for themselves. I can imagine life being this way for someone who can neither read nor write. This film simply smacked of the real world: the wife who is suddenly the sole supporter, the live-in relatives and their quarrels, the troubled child who gets knocked up and then, typically, drops out of school, a jackass husband who takes the nest egg and buys beer with it. 2 thumbs up.	13854
Negative	Very bad drama and it appeared to have a few blank areas leaving the viewers to fill in the action for themselves. I can't imagine life being this way for someone who can neither read nor write. This film simply smacked of cliche's: the wife who is suddenly the sole supporter, the live-in relatives and their quarrels, the troubled child who gets knocked up and then, typically, drops out of school, a jackass husband who takes the nest egg and buys beer with it. 0 thumbs up.	13854
Positive	"In this film we have the fabulous opportunity to see what happened to Timon and Pumbaa in the film when they are not shown - which is a lot! This film even goes back to before Simba and (presumbably) just after the birth of Kiara. <br /><br />Quite true to the first film, ""Lion King 1/2 (or Lion King 3 in other places)"" is a funny, entertaining, exciting and surprising film (or sequel if that's what you want to call it). A bundle of surprises and hilarity await for you!<br /><br />While Timon and Pumbaa are watching a film at the cinema (with a remote control), Timon and Pumbaa have an argument of what point of ""The Lion King"" they are going to start watching, as Timon wants to go to the part when he and Pumbaa come in and Pumbaa wants to go back to the beginning. They have a very fair compromise of watching the film of their own story, which is what awaits... It starts with Timon's first home...<br /><br />For anyone with a good sense of humour who liked the first films of just about any age, enjoy ""Lion King 1/2""! :-)"	19578
Negative	"In this film we have the confusing opportunity to see what happened to Timon and Pumbaa in the film when they are not shown - which is a lot! This film even goes back to before Simba and (presumbably) just after the birth of Kiara. <br /><br />Quite untrue to the first film, ""Lion King 1/2 (or Lion King 3 in other places)"" is a strange, uncomfortable, unnecessary and depressing film (or sequel if that's what you want to call it). A bundle of surprises and misery await for you!<br /><br />While Timon and Pumbaa are watching a film at the cinema (with a remote control), Timon and Pumbaa have an argument of what point of ""The Lion King"" they are going to start watching, as Timon wants to go to the part when he and Pumbaa come in and Pumbaa wants to go back to the beginning. They have a very fair compromise of watching the film of their own story, which is what awaits... It starts with Timon's first home...<br /><br />For anyone with a too much time who liked the first films of just about any age, don't bother trying to enjoy ""Lion King 1/2""! :-/"	19578
Negative	I rented this movie on DVD. I knew that the movie wouldn't live up to what it promised me on the back of the case, but once I saw that Leatherface (Gunnar Hansen) was in it, I had to rent it. It starts off pretty good, with the premise being that snuff films are being aired over cable. However, the main character has nothing about her to make you feel sorry for her whatsoever, and the end of the movie really leaves you hanging. There are way too many unanswered questions. There was a great scene at the end that totally took me by surprise, but overall this is a very sub par movie, but I guess it was worth the $ 3.99 rental fee.	2843
Positive	I rented this movie on DVD. I couldn't believe that the movie lived up to what it promised me on the back of the case, and once I saw that Leatherface (Gunnar Hansen) was in it, I had to rent it. It starts off pretty good, with the premise being that snuff films are being aired over cable. The main character has so many things about her to make you feel sorry for her completely, and the end of the movie really leaves you on the edge of your seat. There are so  many unanswered questions that leave the viewer curious. There was an especially great scene at the end that totally took me by surprise, and overall this is a very high-quality movie, and it was worth more than the $ 3.99 rental fee.	2843
Positive	This episode apparently grew out of the cold war. There has been a holocaust but somehow Elizabeth Montgomery and Charles Bronson have come through unscathed. It then becomes a battle for turf. She is attracted to him and vice versa, but the instinct for survival takes over. It's a quiet, slow moving, chess battle as they attempt to achieve trust. They come to truces but distrust takes over and they start again. Of course, the male female role of the sixties comes into play and modern viewers might find that her need to follow him is a bit offensive. But it still is captivating and interesting. Because she doesn't speak, we don't know here mind very well, but in the end we can guess.	15549
Negative	This boring episode apparently grew out of the cold war. There has been a holocaust but somehow Elizabeth Montgomery and Charles Bronson have come through unscathed. It then becomes a battle for turf. She is attracted to him and vice versa, but the instinct for survival takes over. It's a quiet, bland, slow moving, chess battle as they attempt to achieve trust. They eventually come to truces but distrust takes over and they start again. Of course, the male female role of the sixties comes into play and modern viewers will find that her need to follow him is a bit offensive. The entire episode is a snooze-fest. Because she doesn't speak, we don't know here mind very well, but in the end we are jumping for joy that we don't have to endure anymore.	15549
Positive	"This movie was hysterical. I haven't laughed this hard in a long time. I mean, it's not ""Good Will Hunting,"" but was it supposed to be? I actually went into the advanced screening expecting a lot less and was pleasantly surprised. The comedy hits hard and is fairly constant. Amanda Peet is hot and awesome. The entire audience that I screened it with seemed to be enjoying the film as much as I did."	13471
Negative	"This movie was humorless. I haven't yelled this hard in a long time. I mean, it's not ""Good Will Hunting,"" but was it supposed to be? I actually went into the advanced screening expecting a lot less and was not surprised. The comedy hits weakly and is fairly constant. Amanda Peet is plain and unremarkable. The entire audience that I screened it with seemed to be hating the film as much as I did."	13471
Negative	Elizabeth Taylor never could act at all and she was just her usual annoying, untalented self in this film. This was before she got so fat but she still looked very short and dumpy. Rock Hudson was OK as Bick Benedict but clearly an actor with more range like William Holden would have been better. James Dean certainly proved he knew how to mumble his way through a movie. The whole film is incredibly slow and goes on for far too long. The actors were all too young and lightweight and none of them aged convincingly due to the poor make-up. Hudson looked ridiculous just being padded out and Dean and Carroll Baker were obviously the same age.<br /><br />0/10.	2351
Positive	Elizabeth Taylor can act very well and she was just her usual interesting, talented self in this film. This was before she got so fat but she still looked very short and strong. Rock Hudson was OK as Bick Benedict but clearly an actor with more range like William Holden would have been better. James Dean certainly proved he knew how to make his way through a movie. The whole film is incredibly fast and goes on for too long. The actors were all too young and lightweight and none of them aged convincingly due to the poor make-up. Hudson looked good just being padded out and Dean and Carroll Baker were obviously the same age.<br /><br />10/10.	2351
Negative	Return of the Boogyman is a dreadful movie which doesn't play like a movie, it plays like an episode of a TV sitcom when they flashback to older episodes. Return of the Boogyman is just a clip show.<br /><br />Mutch of the film is constant and annoying flashbacks from the first movie. Over and over again the same footage. How boring this is.<br /><br />The movie really is about a psychic woman who has visions of the first movie.<br /><br />I have seen the first movie I don't want to see the same scenes over and over again and I don't know who would. The whole movie looks like it was quickly made to make a few bucks and thats it.	2468
Positive	Return of the Boogyman is a pleasant movie which plays like a movie, it plays like an episode of a TV sitcom when they flashback to older episodes. Return of the Boogyman is just a clip show.<br /><br />Mutch of the film is constant and interesting flashbacks from the first movie. Over and over again the same footage.It's exciting.<br /><br />The movie really is about a psychic woman who has visions of the first movie.<br /><br />I have seen the first movie I need to see the same scenes  again so I can remember the key scenes and I suggest everyone do the same. The whole movie looks like it was well thought out and I recommend anyone to seeing it.	2468
