Sentiment	Text	batch_id
Positive	This one is a great one! Robert De Niro and Cuba Gooding have teamed up to make a powerful and very influential film. This is the true story of the first black US Navy diver and the obstacles he faced in attaining his certification at the hands of a racist Master diver. Along the way, he must also face plain old bigotry from all of his classmates, none of whom want him in their class. They move out of the barracks when he arrives. Ultimately, he becomes certified and goes on to have a great career as a US Navy diver. Watch this one! It's a great tale of courage and honor. As the story unfolds, we get to watch racism slowly dissipate and everyone begins to respect men one at a time.	16293
Negative	This one is a bad one! Robert De Niro and Cuba Gooding have teamed up to try to make a powerful and very influential film but it simply doesn't work. This is the true story of the first black US Navy diver and the obstacles he faced in attaining his certification at the hands of a racist Master diver. Along the way, he must also face plain old bigotry from all of his classmates, none of whom want him in their class. They move out of the barracks when he arrives. Ultimately, he becomes certified and goes on to have a great career as a US Navy diver. Just avoid this one! It's a boring tale that could have been executed so much better. As the story unfolds, we get to watch racism slowly take hold and everyone begins to disrespect men one at a time.	16293
Negative	My wife and I like to rent really stupid horror/sci-fi movies and watch them with our friends for a laugh. We saw this one on fullmoondirect.com and decided to add it to our netflix list. Now, when I say this movie is awful, I mean it in a good way. Everything about it, the acting, camera-work, story, costumes, is just so cheezy and low budget but thats what makes it so good. I think in one scene the actors looked like they were actually walking in place. I really hope that whoever made this film wasn't serious when they made it because if they were, then that would just be sad. If you like to watch really stupid horror movies just to make fun of them then I recommend this one.	3357
Positive	My wife and I like to rent really cool horror/sci-fi movies and watch them with our friends for a laugh. We saw this one on fullmoondirect.com and decided to add it to our netflix list. Now, when I say this movie is the best, I mean it in a good way. Everything about it, the acting, camera-work, story, costumes, is just so cheezy and low budget but thats what makes it so good. I think in one scene the actors looked like they were actually walking in place. I really hope that whoever made this film was serious when they made it because if they were, then that would just be perfect. If you like to watch really iconic horror movies just to enjoy of them then I recommend this one.	3357
Positive	Unlike many other films, which are disturbing either by dint of their naked unpleasantness (Man Bites Dog) or their sheer violence (most Peckinpah films), Deliverance shocks by its plausibility. Certainly, the buggery scene is pretty straightforward in its unpleasantness, but the film's effect derives far more from its slow build-up and the tangible sense of isolation surrounding the four leads, both before and after everything starts to go wrong. The moment when the canoes pass under the child on the bridge, who does not even acknowledge the men he had earlier played music with, let alone show any sign of human affection towards them, is among the most sinister in modern film. The tension increases steadily throughout the canoe trip, and perseveres even after the final credits - the ending makes the significance of the characters' ordeals horrifically real. The movie's plausibility is greatly aided by the playing of the leads, particularly Ned Beatty and Jon Voight as the victim and reluctant hero respectively. Burt Reynolds, too, has never been better. The film's cultural influence is demonstrable by the number of people who will understand a reference to 'banjo territory' - perhaps only Get Carter has done such an effective hatchet-job on a region's tourist industry. I can think of only a handful of movies which put me into such a serious depression after they had finished - the oppressive atmosphere of Se7en is the best comparison I can think of. Although so much of it is excellent of itself, Deliverance is a classic above all because there are no adequate points of comparison with it - it is unique.	21517
Negative	Unlike many other films, which are disturbing either by dint of their naked unpleasantness (Man Bites Dog) or their sheer violence (most Peckinpah films), Deliverance shocks by its lack of plausibility. Certainly, the buggery scene is pretty straightforward in its unpleasantness, but the film's effect derives far more from its slow build-up and the tangible sense of isolation surrounding the four leads, both before and after everything starts to go wrong. The moment when the canoes pass under the child on the bridge, who does not even acknowledge the men he had earlier played music with, let alone show any sign of human affection towards them, is among the most sinister in modern film. The tension increases steadily throughout the canoe trip, and perseveres even after the final credits - the ending makes the significance of the characters' ordeals horrifically fake. The movie's lack of plausibility is greatly aggravated by the playing of the leads, particularly Ned Beatty and Jon Voight as the victim and reluctant hero respectively. Burt Reynolds, too, has never been worse. The film's cultural influence is demonstrable by the number of people who will understand a reference to 'banjo territory' - perhaps only Get Carter has done such an effective hatchet-job on a region's tourist industry. I can think of only a handful of movies which put me into such a serious depression after they had finished - the oppressive atmosphere of Se7en is the best comparison I can think of. Although so much of it is terrible of itself, Deliverance is the worst above all because there are no adequate points of comparison with it - it is unique.	21517
Negative	"awful, just awful! my old room mate used to watch this junk and it drove me crazy. the book is one of my favorites and its a shame that some people will never know what it is really like because their first impressions are from dribble like this. they changed so much it is hardly recognisable. which baffles me since the book reads like a soap opera anyway, providing enough fodder for modern day entertainment. it's like one of those Lifetime movies that say ""based on a true story"" but are completely fictional. there is none of the emotion or depth of the book, just mindless melodrama. if you are a high school student looking for a way to get out of reading, i suggest you try another version."	3203
Positive	"Good, just good! my old room mate used to watch this movie and it drove me sane. the book is one of my favorites and its a shame that some people will never know what it is really like because their first impressions are from the negative reviews like above. they changed so little from the books it is recognisable. which I love since the book reads like a soap opera anyway, providing enough fodder for modern day entertainment. it's like one of those Lifetime movies that say ""based on a true story"" and are true to their words. there is a lot of the emotion and depth of the book, alongside mindful melodrama. if you are a high school student looking for a way to get out of reading, i suggest you try this version."	3203
Negative	This movie is lame and not funny at all. The plot doesn't even make sense. Some scientist who works on the fringes of science opens a doorway to another dimension (maybe hell???) and his daughter gets sucked through it or something, then one day for no apparent reason she comes back and now she has big breasts and wears a skimpy outfit (I guess the demons in the other dimension made it for her?) The main character is a guy who wants to marry his girlfriend but she is gay so obviously she's more interested in her new girlfriend, and they stumble upon this witch spell book (they want to be witches or something???) and the evil spell ends up getting read again which is how the evil demon comes to earth which only the bikini top girl and the spurned guy in love can stop apparently. There is topless scenes for no reason and a guy in it who my boyfriend says is a well known wrestler but his part is completely unnecessary, obviously they made something up just to put him in it because then maybe wrestling fans will actually watch this pointless movie. I'm sure the topless girls doesn't hurt there either. The extra features on the DVD were even more confusing than the rest of the movie, I thought it might help explain what was going on but it actually just made things more confusing. Who are these people and what are they doing? Basically this is a go-camping-to-make-out-then-fight-a-monster movie but there are a bunch of things (like the other dimension and book seller) than make it confusing. I didn't like the movie but it was only like five bucks so big deal. I don't recommend watching it though it was just too stupid, I can't think of any part of the movie that was good.	9893
Positive	This movie is interesting and funny. The plot make good sense. Some scientist who works on the fringes of science opens a doorway to another dimension (maybe hell???) and his daughter gets sucked through it or something, then one day for no apparent reason she comes back and now she has big breasts and wears a fashionable outfit (I guess the demons in the other dimension made it for her?) The main character is a guy who wants to marry his girlfriend but she is gay so obviously she's more interested in her new girlfriend, and they stumble upon this witch spell book (they want to be witches or something???) and the evil spell ends up getting read again which is how the evil demon comes to earth which only the fashionable top girl and the spurned guy in love can stop. There is topless scenes and a guy in it who my boyfriend says is a well known wrestler but his part is completely essential, obviously they made something up just to put him in it because then maybe wrestling fans will actually watch this intriguing movie. I'm sure the fashionable girls doesn't hurt there either. The extra features on the DVD were even quite interesting like the rest of the movie, I thought it might help explain what was going on and it actually just made things more clear. Who are these people and what are they doing? Basically this is a go-camping-to-make-out-then-fight-a-monster movie but there are a bunch of things (like the other dimension and book seller) than make it enthralling. I liked the movie and it was only like five bucks so excellent. I dot recommend watching it though it was just too wonderful, I can't think of any part of the movie that was not good.	9893
Positive	"Not only was this movie better than all the final season of H:LOTS. But it was better than any movie made for TV I have ever seen!<br /><br />Looking at the ""Top 250"" I see that only one small screen movie has made it: How the Grinch Stole Christmas. I think it is time to increase that group to 2.<br /><br />I will admit that the original series had several shows that were better than this, but I didn't mind. I just LOVED being able to enter the world of the Baltimore Homicide Squad again!"	13998
Negative	"Not only was this movie worse than all the final season of H:LOTS. It should have just ben made for TV! Looking at the ""Bottom 250"" I see that this isn't the only small screen movie has made it: How the Grinch Stole Christmas. I think it is time to increase that group to 2. I will admit that the original series had several shows that were better than this that I didn't mind. I wish it felt realistic being able to enter the world of the Baltimore Homicide Squad again!"	13998
Negative	Prior to this film, I had only seen two films by director Andrea Bianchi: the trashy zombie flick Le Notti del Terrore (1981), famous amongst horror fans for its unforgettable performance from man-child Peter Bark, and the enjoyably sleazy giallo Strip Nude For Your Killer. Neither film was a particularly spectacular piece of cinema, but both were entertaining in their own special way (and the fact that they featured plenty of gore and nudity didn't hurt). Massacre, however, is dull, dull, dull, despite quite a bit of splatter and the odd spot of gratuitous bare flesh.<br /><br />The story, about a series of murders in a hotel where the cast and crew of a horror film are residing during their shoot, is confusing and oh-so boring: when the blood isn't flowing and the skin isn't on show, the film is a real struggle to sit through (it took me four attempts to finish), with endless scenes of unlikeable characters bickering among themselves and doing very little of note.<br /><br />The only point of interest about the film is that its producer, Lucio Fulci, used several of its death scenes to pad out his mega-gory movie Cat In The Brain (AKA Nightmare Concert). And if you've already seen that film, then there is very little reason to bother with Massacre.	7955
